taxa	log2fold_1hr
Phvul.008G047500.1	0.98
Phvul.008G047600.1	-0.75
Phvul.008G047700.1	-0.06
Phvul.008G047800.1	1.45
Phvul.008G047900.1	0.37
Phvul.008G048000.1	0.45
Phvul.008G048100.1	-0.24
Phvul.008G048100.1	0.13
Phvul.008G048200.1	-0.94
Phvul.008G048300.1	-0.11
Phvul.008G048400.1	-0.39
Phvul.008G048500.1	1.09
Phvul.008G048600.1	1.36
Phvul.008G048700.1	0.54
Phvul.008G048800.1	0.72
Phvul.008G048900.1	-0.22
Phvul.008G049000.1	0.15
Phvul.008G049100.1	-0.09
Phvul.008G049200.1	-0.08
Phvul.008G049300.1	0.15
Phvul.008G049400.1	1.44
Phvul.008G049500.1	1.3
Phvul.008G049600.1	1.73
Phvul.008G049700.1	-0.31
Phvul.008G049800.1	0.38
Phvul.008G049900.1	0.01
Phvul.008G050000.1	0.15
Phvul.008G050100.1	NA
Phvul.008G050200.1	0.26
Phvul.008G050300.1	-0.26
Phvul.008G050400.1	-0.24
Phvul.008G050500.1	0.91
Phvul.008G050600.1	0.64
Phvul.008G050700.1	1.91
Phvul.008G050800.1	0.37
Phvul.008G050900.1	1.78
Phvul.008G051000.1	-0.12
Phvul.008G051100.1	0.03
Phvul.008G051200.1	0.01
Phvul.008G051300.1	0.18
Phvul.008G051400.1	-0.2
Phvul.008G051500.1	0.03
Phvul.008G051600.1	0.5
Phvul.008G051700.1	-0.46
Phvul.008G051800.1	0.31
Phvul.008G051900.1	-0.12
Phvul.008G052000.1	NA
Phvul.008G052100.1	-0.33
Phvul.008G052200.1	-0.36
Phvul.008G052300.1	-0.02
Phvul.008G052400.1	0.01
Phvul.008G052500.1	2.77
Phvul.008G052600.1	0.32
Phvul.008G052700.1	0.19
Phvul.008G052800.1	-0.33
Phvul.008G052900.1	-0.38
Phvul.008G053000.1	-0.06
Phvul.008G053100.1	-0.08
Phvul.008G053200.1	0.05
Phvul.008G053300.1	-0.43
Phvul.008G053400.1	0.55
Phvul.008G053500.1	-0.57
Phvul.008G053600.1	-0.4
Phvul.008G053700.1	1.25
Phvul.008G053800.1	1.25
Phvul.008G053900.1	-0.18
Phvul.008G054000.1	0.05
Phvul.008G054100.1	-0.64
Phvul.008G054200.1	-0.1
Phvul.008G054300.1	1.21
Phvul.008G054400.1	-0.23
Phvul.008G054500.1	-0.09
Phvul.008G054600.1	-0.62
Phvul.008G054700.1	0.72
Phvul.008G054800.1	-0.62
Phvul.008G054900.1	-0.27
Phvul.008G055000.1	NA
Phvul.008G055000.1	NA
Phvul.008G055100.1	-0.23
Phvul.008G055200.1	-1.69
Phvul.008G055300.1	0.16
Phvul.008G055400.1	-0.07
Phvul.008G055500.1	2.01
Phvul.008G055600.1	-0.01
Phvul.008G055700.1	-0.45
Phvul.008G055800.1	-0.45
Phvul.008G055900.1	-0.15
Phvul.008G056000.1	-0.16
Phvul.008G056100.1	-0.09
Phvul.008G056200.1	NA
Phvul.008G056300.1	0
Phvul.008G056400.1	-0.32
Phvul.008G056500.1	0.17
Phvul.008G056600.1	-0.75
Phvul.008G056700.1	-1.28
Phvul.008G056800.1	1.6
Phvul.008G056900.1	-0.38
Phvul.008G057000.1	0
Phvul.008G057100.1	NA
Phvul.008G057200.1	-0.87
Phvul.008G057300.1	-0.12
Phvul.008G057400.1	0.07
Phvul.008G057500.1	-0.2
Phvul.008G057600.1	0.24
Phvul.008G057700.1	NA
Phvul.008G057800.1	0.32
Phvul.008G057900.1	1.21
Phvul.008G058000.1	-0.14
Phvul.008G058000.1	0.87
Phvul.008G058100.1	0.21
Phvul.008G058200.1	0.33
Phvul.008G058300.1	2.81
Phvul.008G058400.1	-0.1
Phvul.008G058500.1	-0.55
Phvul.008G058600.1	-0.27
Phvul.008G058700.1	0.87
Phvul.008G058800.1	NA
Phvul.008G058900.1	-0.03
Phvul.008G059000.1	-0.54
Phvul.008G059100.1	-0.16
Phvul.008G059200.1	-0.4
Phvul.008G059300.1	0.07
Phvul.008G059400.1	-0.44
Phvul.008G059500.1	0.77
Phvul.008G059600.1	-0.09
Phvul.008G059700.1	0.13
Phvul.008G059800.1	NA
Phvul.008G059900.1	0
Phvul.008G060000.1	1.13
Phvul.008G060100.1	NA
Phvul.008G060200.1	0
Phvul.008G060300.1	1.09
Phvul.008G060400.1	NA
Phvul.008G060500.1	0.21
Phvul.008G060600.1	-0.17
Phvul.008G060700.1	NA
Phvul.008G060800.1	0.39
Phvul.008G060900.1	-0.38
Phvul.008G061000.1	0.04
Phvul.008G061100.1	-0.43
Phvul.008G061200.1	0.04
Phvul.008G061300.1	-0.71
Phvul.008G061400.1	0.29
Phvul.008G061500.1	-0.72
Phvul.008G061600.1	-0.34
Phvul.008G061700.1	-0.41
Phvul.008G061800.1	0.6
Phvul.008G061900.1	-0.76
Phvul.008G062000.1	-0.18
Phvul.008G062100.1	0.11
Phvul.008G062200.1	0.63
Phvul.008G062300.1	0.47
Phvul.008G062400.1	0.8
Phvul.008G062500.1	NA
Phvul.008G062600.1	-0.17
Phvul.008G062700.1	-0.14
Phvul.008G062800.1	NA
Phvul.008G062900.1	NA
Phvul.008G063000.1	NA
Phvul.008G063100.1	NA
Phvul.008G063200.1	NA
Phvul.008G063300.1	NA
Phvul.008G063400.1	NA
Phvul.008G063500.1	NA
Phvul.008G063600.1	NA
Phvul.008G063700.1	NA
Phvul.008G063800.1	NA
Phvul.008G063900.1	NA
Phvul.008G064000.1	NA
Phvul.008G064100.1	NA
Phvul.008G064200.1	NA
Phvul.008G064300.1	NA
Phvul.008G064400.1	NA
Phvul.008G064500.1	NA
Phvul.008G064600.1	NA
Phvul.008G064700.1	NA
Phvul.008G064800.1	NA
Phvul.008G064900.1	NA
Phvul.008G065000.1	NA
Phvul.008G065100.1	NA
Phvul.008G065200.1	NA
Phvul.008G065300.1	NA
Phvul.008G065400.1	NA
Phvul.008G065500.1	0.16
Phvul.008G065600.1	0.01
Phvul.008G065700.1	-0.33
Phvul.008G065800.1	0.57
Phvul.008G065900.1	-0.14
Phvul.008G066000.1	-0.8
Phvul.008G066100.1	-0.07
Phvul.008G066200.1	0.14
Phvul.008G066300.1	1.02
Phvul.008G066400.1	-0.1
Phvul.008G066500.1	0.82
Phvul.008G066600.1	-0.17
Phvul.008G066700.1	1.34
Phvul.008G066800.1	1.29
Phvul.008G066900.1	0.83
Phvul.008G067000.1	0.91
Phvul.008G067100.1	0.49
Phvul.008G067200.1	0.85
Phvul.008G067300.1	0.53
Phvul.008G067400.1	0.37
Phvul.008G067500.1	NA
Phvul.008G067600.1	0.52
Phvul.008G067700.1	0.14
Phvul.008G067800.1	-0.04
Phvul.008G067900.1	-0.07
Phvul.008G068000.1	0.01
Phvul.008G068100.1	0.48
Phvul.008G068200.1	0.51
Phvul.008G068300.1	0
Phvul.008G068400.1	0.17
Phvul.008G068500.1	-0.76
Phvul.008G068600.1	NA
Phvul.008G068700.1	0.38
Phvul.008G068800.1	-0.03
Phvul.008G068900.1	-0.56
Phvul.008G069000.1	-0.47
Phvul.008G069100.1	-0.39
Phvul.008G069200.1	0.1
Phvul.008G069300.1	0
Phvul.008G069400.1	-1.23
Phvul.008G069500.1	-1.33
Phvul.008G069600.1	-0.22
Phvul.008G069700.1	-0.22
Phvul.008G069800.1	0.23
Phvul.008G069900.1	0.31
Phvul.008G070000.1	3.21
Phvul.008G070100.1	2.44
Phvul.008G070200.1	0.68
Phvul.008G070300.1	-0.28
Phvul.008G070400.1	0.37
Phvul.008G070500.1	-0.58
Phvul.008G070600.1	0.26
Phvul.008G070700.1	-0.51
Phvul.008G070800.1	-0.52
Phvul.008G070900.1	NA
Phvul.008G071000.1	0.25
Phvul.008G071100.1	NA
Phvul.008G071200.1	NA
Phvul.008G071300.1	-0.49
Phvul.008G071400.1	0.45
Phvul.008G071500.1	0.74
Phvul.008G071600.1	-0.31
Phvul.008G071700.1	-0.03
Phvul.008G071800.1	-0.19
Phvul.008G071900.1	-0.03
Phvul.008G072000.1	-0.46
Phvul.008G072100.1	0.83
Phvul.008G072200.1	0.92
Phvul.008G072300.1	1.39
Phvul.008G072400.1	-0.14
Phvul.008G072500.1	-0.03
Phvul.008G072600.1	0.53
Phvul.008G072700.1	-0.04
Phvul.008G072800.1	1.06
Phvul.008G072900.1	0.9
Phvul.008G073000.1	0.13
Phvul.008G073100.1	0.21
Phvul.008G073200.1	-1.84
Phvul.008G073300.1	-0.11
Phvul.008G073400.1	NA
Phvul.008G073500.1	NA
Phvul.008G073600.1	NA
Phvul.008G073700.1	0.34
Phvul.008G073800.1	-0.09
Phvul.008G073900.1	0.55
Phvul.008G074000.1	-0.06
Phvul.008G074100.1	-0.08
Phvul.008G074200.1	2.49
Phvul.008G074300.1	NA
Phvul.008G074400.1	NA
Phvul.008G074400.1	NA
Phvul.008G074500.1	0.29
Phvul.008G074600.1	0.19
Phvul.008G074700.1	0.4
Phvul.008G074700.1	NA
Phvul.008G074800.1	-0.12
Phvul.008G074900.1	-0.28
Phvul.008G075000.1	-0.48
Phvul.008G075100.1	-0.07
Phvul.008G075200.1	-0.61
Phvul.008G075200.1	-0.46
Phvul.008G075300.1	-0.44
Phvul.008G075400.1	0.17
Phvul.008G075500.1	-0.22
Phvul.008G075600.1	0.26
Phvul.008G075700.1	-0.15
Phvul.008G075800.1	NA
Phvul.008G075900.1	-0.14
Phvul.008G076000.1	-0.42
Phvul.008G076100.1	0.08
Phvul.008G076200.1	-0.1
Phvul.008G076300.1	-0.77
Phvul.008G076400.1	0.31
Phvul.008G076500.1	0.93
Phvul.008G076600.1	1.52
Phvul.008G076700.1	0.04
Phvul.008G076800.1	-0.42
Phvul.008G076900.1	0.07
Phvul.008G077000.1	-0.17
Phvul.008G077100.1	0.05
Phvul.008G077200.1	-0.11
Phvul.008G077300.1	3.8
Phvul.008G077400.1	3.24
Phvul.008G077500.1	4.47
Phvul.008G077600.1	0
Phvul.008G077700.1	NA
Phvul.008G077800.1	0
Phvul.008G077900.1	0.04
Phvul.008G078000.1	-0.43
Phvul.008G078100.1	0.16
Phvul.008G078200.1	0.32
Phvul.008G078300.1	-0.57
Phvul.008G078400.1	0.78
Phvul.008G078500.1	1.74
Phvul.008G078600.1	-0.32
Phvul.008G078700.1	0.65
Phvul.008G078800.1	0.25
Phvul.008G078900.1	-0.24
Phvul.008G079000.1	-0.8
Phvul.008G079100.1	-0.31
Phvul.008G079200.1	0.02
Phvul.008G079300.1	-0.17
Phvul.008G079400.1	-0.42
Phvul.008G079500.1	-0.05
Phvul.008G079600.1	1.57
Phvul.008G079700.1	1.22
Phvul.008G079800.1	1.02
Phvul.008G079900.1	-0.37
Phvul.008G080000.1	0.03
Phvul.008G080100.1	-0.85
Phvul.008G080200.1	NA
Phvul.008G080300.1	1.38
Phvul.008G080400.1	1.8
Phvul.008G080500.1	0.48
Phvul.008G080600.1	-0.06
Phvul.008G080700.1	-0.47
Phvul.008G080800.1	-0.04
Phvul.008G080900.1	-0.11
Phvul.008G081000.1	0.78
Phvul.008G081100.1	0.04
Phvul.008G081200.1	0.14
Phvul.008G081300.1	-0.81
Phvul.008G081400.1	0.13
Phvul.008G081500.1	-0.55
Phvul.008G081500.1	-0.71
Phvul.008G081600.1	0.13
Phvul.008G081700.1	-0.13
Phvul.008G081800.1	1.4
Phvul.008G081900.1	-0.27
Phvul.008G082000.1	NA
Phvul.008G082100.1	-0.41
Phvul.008G082200.1	0.07
Phvul.008G082300.1	-0.36
Phvul.008G082400.1	0.36
Phvul.008G082500.1	0.23
Phvul.008G082600.1	1.4
Phvul.008G082700.1	0.44
Phvul.008G082800.1	-0.65
Phvul.008G082900.1	-0.32
Phvul.008G083000.1	0.93
Phvul.008G083100.1	0.5
Phvul.008G083200.1	-0.79
Phvul.008G083300.1	NA
Phvul.008G083400.1	-0.12
Phvul.008G083500.1	-0.25
Phvul.008G083600.1	0
Phvul.008G083700.1	0.25
Phvul.008G083800.1	NA
Phvul.008G083900.1	0.06
Phvul.008G084000.1	-1.23
Phvul.008G084100.1	-0.9
Phvul.008G084200.1	-0.23
Phvul.008G084300.1	-1.02
Phvul.008G084400.1	0.08
Phvul.008G084500.1	0.22
Phvul.008G084500.1	0.24
Phvul.008G084600.1	-0.97
Phvul.008G084700.1	0.32
Phvul.008G084700.1	NA
Phvul.008G084800.1	0.22
Phvul.008G084900.1	0.39
Phvul.008G085000.1	-1.42
Phvul.008G085100.1	-0.24
Phvul.008G085200.1	NA
Phvul.008G085300.1	-0.35
Phvul.008G085400.1	-0.21
Phvul.008G085500.1	NA
Phvul.008G085600.1	NA
Phvul.008G085700.1	NA
Phvul.008G085800.1	NA
Phvul.008G085900.1	0.23
Phvul.008G086000.1	0.02
Phvul.008G086100.1	0.01
Phvul.008G086200.1	-0.62
Phvul.008G086300.1	0.09
Phvul.008G086400.1	-1.57
Phvul.008G086500.1	-0.44
Phvul.008G086600.1	-0.13
Phvul.008G086700.1	-0.16
Phvul.008G086800.1	NA
Phvul.008G086900.1	NA
Phvul.008G087000.1	-0.27
Phvul.008G087100.1	0.51
Phvul.008G087200.1	-0.05
Phvul.008G087300.1	0.28
Phvul.008G087400.1	NA
Phvul.008G087500.1	NA
Phvul.008G087600.1	NA
Phvul.008G087600.1	NA
Phvul.008G087700.1	NA
Phvul.008G087800.1	-0.08
Phvul.008G087900.1	1.46
Phvul.008G088000.1	0.16
Phvul.008G088100.1	0.18
Phvul.008G088200.1	0.06
Phvul.008G088300.1	NA
Phvul.008G088400.1	NA
Phvul.008G088500.1	1.51
Phvul.008G088600.1	1.75
Phvul.008G088700.1	0.79
Phvul.008G088800.1	1.74
Phvul.008G088900.1	0.46
Phvul.008G089000.1	1.4
Phvul.008G089100.1	0.25
Phvul.008G089200.1	0.21
Phvul.008G089300.1	NA
Phvul.008G089400.1	-0.43
Phvul.008G089500.1	-0.32
Phvul.008G089600.1	-0.04
Phvul.008G089700.1	-0.29
Phvul.008G089800.1	0.25
Phvul.008G089900.1	-1.33
Phvul.008G090000.1	0.58
Phvul.008G090100.1	0.04
Phvul.008G090200.1	0.13
Phvul.008G090300.1	2.87
Phvul.008G090400.1	-0.11
Phvul.008G090500.1	-1.08
Phvul.008G090600.1	-0.02
Phvul.008G090700.1	-1.13
Phvul.008G090800.1	-1.45
Phvul.008G090900.1	NA
Phvul.008G091000.1	-0.87
Phvul.008G091000.1	-0.37
Phvul.008G091100.1	0.12
Phvul.008G091200.1	-0.65
Phvul.008G091300.1	0.01
Phvul.008G091400.1	0.29
Phvul.008G091500.1	0.06
Phvul.008G091600.1	-0.96
Phvul.008G091700.1	NA
Phvul.008G091800.1	0.25
Phvul.008G091900.1	NA
Phvul.008G092000.1	-0.63
Phvul.008G092100.1	-0.11
Phvul.008G092200.1	0.01
Phvul.008G092300.1	NA
Phvul.008G092400.1	-0.55
Phvul.008G092500.1	-0.11
Phvul.008G092600.1	NA
Phvul.008G092700.1	NA
Phvul.008G092800.1	0.74
Phvul.008G092900.1	-0.67
Phvul.008G093000.1	-0.16
Phvul.008G093100.1	-0.2
Phvul.008G093200.1	0.59
Phvul.008G093300.1	0.12
Phvul.008G093400.1	0.37
Phvul.008G093500.1	0.88
Phvul.008G093600.1	0.09
Phvul.008G093700.1	1.13
Phvul.008G093800.1	-0.29
Phvul.008G093900.1	-0.34
Phvul.008G094000.1	1.58
Phvul.008G094100.1	-0.36
Phvul.008G094200.1	0.55
Phvul.008G094300.1	-0.21
Phvul.008G094400.1	0.01
Phvul.008G094500.1	1.86
Phvul.008G094600.1	0.05
Phvul.008G094700.1	0.04
Phvul.008G094800.1	-0.72
Phvul.008G094900.1	3.47
Phvul.008G095000.1	0.02
Phvul.008G095100.1	0.16
Phvul.008G095200.1	-0.55
Phvul.008G095200.1	0.18
Phvul.008G095200.1	-0.2
Phvul.008G095300.1	-0.08
Phvul.008G095300.1	-0.19
Phvul.008G095400.1	0.05
Phvul.008G095500.1	-0.41
Phvul.008G095600.1	-0.22
Phvul.008G095700.1	0.18
Phvul.008G095800.1	-0.05
Phvul.008G095900.1	0.29
Phvul.008G096000.1	0.19
Phvul.008G096000.1	0.13
Phvul.008G096100.1	-1.11
Phvul.008G096200.1	-0.27
Phvul.008G096300.1	NA
Phvul.008G096400.1	0.26
Phvul.008G096500.1	-0.41
Phvul.008G096600.1	-0.17
Phvul.008G096600.1	0.34
Phvul.008G096700.1	0.23
Phvul.008G096800.1	-0.41
Phvul.008G096800.1	-0.07
Phvul.008G096900.1	0
Phvul.008G097000.1	-0.4
Phvul.008G097100.1	0.11
Phvul.008G097200.1	-0.07
Phvul.008G097300.1	NA
Phvul.008G097400.1	NA
Phvul.008G097500.1	0.21
Phvul.008G097600.1	-0.29
Phvul.008G097700.1	0.83
Phvul.008G097800.1	-0.01
Phvul.008G097900.1	-0.47
Phvul.008G098000.1	0.51
Phvul.008G098100.1	2.23
Phvul.008G098200.1	4.56
Phvul.008G098300.1	2.53
Phvul.008G098400.1	-0.24
Phvul.008G098500.1	5.1
Phvul.008G098600.1	1.9
Phvul.008G098700.1	NA
Phvul.008G098800.1	-0.14
Phvul.008G098900.1	2.03
Phvul.008G099000.1	NA
Phvul.008G099100.1	NA
Phvul.008G099200.1	-0.4
Phvul.008G099200.1	-0.41
Phvul.008G099300.1	0.23
Phvul.008G099400.1	1.01
Phvul.008G099500.1	-0.2
Phvul.008G099600.1	0.01
Phvul.008G099700.1	0.63
Phvul.008G099800.1	0.37
Phvul.008G099900.1	-0.15
Phvul.008G100000.1	0.03
Phvul.008G100100.1	-0.47
Phvul.008G100200.1	-0.12
Phvul.008G100300.1	NA
Phvul.008G100300.1	1.04
Phvul.008G100400.1	0.57
Phvul.008G100500.1	0.13
Phvul.008G100600.1	0.42
Phvul.008G100600.1	0.19
Phvul.008G100700.1	0.54
Phvul.008G100800.1	NA
Phvul.008G100900.1	0.01
Phvul.008G101000.1	0.08
Phvul.008G101100.1	3.85
Phvul.008G101200.1	-0.04
Phvul.008G101300.1	0.32
Phvul.008G101400.1	NA
Phvul.008G101500.1	NA
Phvul.008G101600.1	0.46
Phvul.008G101700.1	-0.53
Phvul.008G101800.1	-0.54
Phvul.008G101900.1	0.12
Phvul.008G102000.1	-0.32
Phvul.008G102100.1	-0.09
Phvul.008G102200.1	-0.11
Phvul.008G102300.1	-1.24
Phvul.008G102400.1	NA
Phvul.008G102500.1	NA
Phvul.008G102600.1	NA
Phvul.008G102700.1	NA
Phvul.008G102800.1	NA
Phvul.008G102900.1	NA
Phvul.008G103000.1	NA
Phvul.008G103000.1	NA
Phvul.008G103100.1	0.26
Phvul.008G103200.1	0.04
Phvul.008G103300.1	-0.14
Phvul.008G103400.1	0.26
Phvul.008G103500.1	-0.24
Phvul.008G103600.1	-1.32
Phvul.008G103700.1	-0.18
Phvul.008G103800.1	NA
Phvul.008G103800.1	NA
Phvul.008G103900.1	-0.14
Phvul.008G104000.1	0.39
Phvul.008G104000.1	0.31
Phvul.008G104100.1	0.67
Phvul.008G104200.1	0
Phvul.008G104300.1	NA
Phvul.008G104400.1	0.28
Phvul.008G104500.1	-0.47
Phvul.008G104600.1	-0.25
Phvul.008G104700.1	-0.04
Phvul.008G104700.1	-0.22
Phvul.008G104800.1	-0.39
Phvul.008G104900.1	-0.36
Phvul.008G105000.1	0.33
Phvul.008G105000.1	0.31
Phvul.008G105100.1	-0.03
Phvul.008G105200.1	-0.57
Phvul.008G105300.1	-0.18
Phvul.008G105300.1	-0.14
Phvul.008G105400.1	0.16
Phvul.008G105500.1	0.46
Phvul.008G105600.1	0.14
Phvul.008G105700.1	1.27
Phvul.008G105800.1	-0.1
Phvul.008G105900.1	0.22
Phvul.008G106000.1	0.53
Phvul.008G106100.1	2.34
Phvul.008G106200.1	1.59
Phvul.008G106300.1	-0.07
Phvul.008G106400.1	NA
Phvul.008G106400.1	0.01
Phvul.008G106500.1	1
Phvul.008G106600.1	NA
Phvul.008G106700.1	-0.63
Phvul.008G106800.1	-1.2
Phvul.008G106900.1	-0.51
Phvul.008G107000.1	-0.9
Phvul.008G107100.1	NA
Phvul.008G107200.1	-0.67
Phvul.008G107300.1	-0.93
Phvul.008G107400.1	0.32
Phvul.008G107500.1	-0.35
Phvul.008G107600.1	0.39
Phvul.008G107700.1	0.06
Phvul.008G107800.1	-0.13
Phvul.008G107900.1	-0.25
Phvul.008G108000.1	0.15
Phvul.008G108100.1	-0.33
Phvul.008G108200.1	0.21
Phvul.008G108300.1	-0.55
Phvul.008G108400.1	2.1
Phvul.008G108500.1	1.2
Phvul.008G108500.1	1.33
Phvul.008G108600.1	0.33
Phvul.008G108700.1	0.18
Phvul.008G108800.1	0.06
Phvul.008G108900.1	0.05
Phvul.008G109000.1	0.67
Phvul.008G109100.1	1.4
Phvul.008G109200.1	0.55
Phvul.008G109300.1	0.88
Phvul.008G109400.1	0.98
Phvul.008G109500.1	1.42
Phvul.008G109600.1	1.09
Phvul.008G109700.1	-0.43
Phvul.008G109800.1	NA
Phvul.008G109900.1	0.17
Phvul.008G110000.1	NA
Phvul.008G110100.1	0.18
Phvul.008G110200.1	NA
Phvul.008G110200.1	NA
Phvul.008G110300.1	0.24
Phvul.008G110400.1	0
Phvul.008G110500.1	NA
Phvul.008G110600.1	NA
Phvul.008G110700.1	-0.67
Phvul.008G110800.1	0.21
Phvul.008G110900.1	0.04
Phvul.008G111000.1	0.03
Phvul.008G111100.1	-0.34
Phvul.008G111200.1	-0.04
Phvul.008G111300.1	1.03
Phvul.008G111400.1	0.45
Phvul.008G111500.1	-0.56
Phvul.008G111600.1	NA
Phvul.008G111700.1	0.17
Phvul.008G111800.1	0.13
Phvul.008G111900.1	0.03
Phvul.008G112000.1	-0.52
Phvul.008G112100.1	NA
Phvul.008G112200.1	1.03
Phvul.008G112300.1	NA
Phvul.008G112400.1	-0.85
Phvul.008G112500.1	1.57
Phvul.008G112600.1	-1.4
Phvul.008G112700.1	-0.52
Phvul.008G112800.1	0.45
Phvul.008G112900.1	-1.01
Phvul.008G113000.1	-0.31
Phvul.008G113100.1	NA
Phvul.008G113200.1	NA
Phvul.008G113300.1	NA
Phvul.008G113400.1	0.92
Phvul.008G113500.1	0.03
Phvul.008G113600.1	1.44
Phvul.008G113700.1	3.71
Phvul.008G113800.1	-0.4
Phvul.008G113900.1	-1.2
Phvul.008G114000.1	0.45
Phvul.008G114100.1	1.25
Phvul.008G114200.1	-0.99
Phvul.008G114300.1	-0.11
Phvul.008G114400.1	0.58
Phvul.008G114500.1	-0.2
Phvul.008G114600.1	0.13
Phvul.008G114700.1	0.18
Phvul.008G114800.1	0.31
Phvul.008G114900.1	0.71
Phvul.008G115000.1	0
Phvul.008G115100.1	0.25
Phvul.008G115200.1	0.28
Phvul.008G115300.1	NA
Phvul.008G115400.1	NA
Phvul.008G115500.1	0
Phvul.008G115600.1	0.2
Phvul.008G115700.1	-0.64
Phvul.008G115800.1	0.2
Phvul.008G115900.1	-0.2
Phvul.008G116000.1	NA
Phvul.008G116100.1	-0.96
Phvul.008G116200.1	-0.77
Phvul.008G116300.1	-0.39
Phvul.008G116400.1	-0.19
Phvul.008G116500.1	0
Phvul.008G116600.1	0.37
Phvul.008G116600.1	0.12
Phvul.008G116700.1	NA
Phvul.008G116800.1	NA
Phvul.008G116900.1	NA
Phvul.008G117000.1	-0.76
Phvul.008G117100.1	NA
Phvul.008G117200.1	-0.6
Phvul.008G117300.1	NA
Phvul.008G117400.1	0.25
Phvul.008G117500.1	NA
Phvul.008G117600.1	NA
Phvul.008G117700.1	0.34
Phvul.008G117800.1	0.43
Phvul.008G117900.1	0.27
Phvul.008G118000.1	-0.23
Phvul.008G118100.1	-0.14
Phvul.008G118100.1	0.37
Phvul.008G118200.1	-0.04
Phvul.008G118300.1	-0.2
Phvul.008G118400.1	0.06
Phvul.008G118500.1	0.01
Phvul.008G118600.1	0.2
Phvul.008G118700.1	0.18
Phvul.008G118800.1	NA
Phvul.008G118900.1	-0.26
Phvul.008G119000.1	-0.09
Phvul.008G119100.1	-0.3
Phvul.008G119200.1	NA
Phvul.008G119300.1	3.55
Phvul.008G119400.1	0.09
Phvul.008G119500.1	-0.01
Phvul.008G119600.1	-0.16
Phvul.008G119600.1	-0.24
Phvul.008G119700.1	0.07
Phvul.008G119800.1	NA
Phvul.008G119900.1	NA
Phvul.008G120000.1	NA
Phvul.008G120100.1	NA
Phvul.008G120200.1	NA
Phvul.008G120300.1	NA
Phvul.008G120400.1	NA
Phvul.008G120400.1	NA
Phvul.008G120500.1	NA
Phvul.008G120600.1	1
Phvul.008G120700.1	0.47
Phvul.008G120800.1	NA
Phvul.008G120900.1	NA
Phvul.008G121000.1	0.78
Phvul.008G121100.1	0.97
Phvul.008G121200.1	NA
Phvul.008G121300.1	-0.24
Phvul.008G121400.1	NA
Phvul.008G121500.1	NA
Phvul.008G121600.1	NA
Phvul.008G121700.1	NA
Phvul.008G121800.1	NA
Phvul.008G121900.1	NA
Phvul.008G122000.1	NA
Phvul.008G122100.1	NA
Phvul.008G122200.1	-1.58
Phvul.008G122300.1	-0.44
Phvul.008G122400.1	0.71
Phvul.008G122500.1	0.06
Phvul.008G122600.1	-0.1
Phvul.008G122700.1	-1.08
Phvul.008G122800.1	NA
Phvul.008G122900.1	0
Phvul.008G123000.1	0.13
Phvul.008G123100.1	NA
Phvul.008G123200.1	-0.2
Phvul.008G123300.1	-0.95
Phvul.008G123400.1	0.15
Phvul.008G123500.1	-0.06
Phvul.008G123600.1	-0.68
Phvul.008G123700.1	0.14
Phvul.008G123800.1	0.29
Phvul.008G123900.1	2.88
Phvul.008G124000.1	-0.41
Phvul.008G124100.1	-0.15
Phvul.008G124200.1	0.08
Phvul.008G124300.1	0.21
Phvul.008G124400.1	NA
Phvul.008G124500.1	NA
Phvul.008G124600.1	NA
Phvul.008G124700.1	NA
Phvul.008G124700.1	NA
Phvul.008G124800.1	-0.66
Phvul.008G124900.1	-0.88
Phvul.008G125000.1	0.54
Phvul.008G125100.1	0.17
Phvul.008G125200.1	1.13
Phvul.008G125300.1	-0.02
Phvul.008G125400.1	-0.26
Phvul.008G125500.1	-0.28
Phvul.008G125600.1	0.12
Phvul.008G125700.1	0.1
Phvul.008G125800.1	0.26
Phvul.008G125900.1	0.48
Phvul.008G126000.1	0.06
Phvul.008G126100.1	0.13
Phvul.008G126200.1	-0.38
Phvul.008G126300.1	NA
Phvul.008G126400.1	NA
Phvul.008G126500.1	0.51
Phvul.008G126600.1	0
Phvul.008G126700.1	-0.55
Phvul.008G126800.1	0.16
Phvul.008G126900.1	NA
Phvul.008G127000.1	1.16
Phvul.008G127100.1	1.99
Phvul.008G127200.1	4.71
Phvul.008G127300.1	-0.12
Phvul.008G127400.1	1.73
Phvul.008G127500.1	-0.27
Phvul.008G127600.1	0.05
Phvul.008G127700.1	0.35
Phvul.008G127800.1	0
Phvul.008G127900.1	0.18
Phvul.008G128000.1	0.08
Phvul.008G128100.1	-0.24
Phvul.008G128200.1	0.08
Phvul.008G128300.1	-0.63
Phvul.008G128400.1	-0.48
Phvul.008G128500.1	0.3
Phvul.008G128600.1	NA
Phvul.008G128700.1	-2.03
Phvul.008G128800.1	NA
Phvul.008G128900.1	NA
Phvul.008G129000.1	-0.1
Phvul.008G129100.1	-0.95
Phvul.008G129200.1	0.02
Phvul.008G129200.1	-0.25
Phvul.008G129300.1	0.01
Phvul.008G129400.1	NA
Phvul.008G129500.1	-0.77
Phvul.008G129600.1	NA
Phvul.008G129700.1	NA
Phvul.008G129800.1	3.04
Phvul.008G129900.1	0
Phvul.008G130000.1	0.05
Phvul.008G130100.1	0.11
Phvul.008G130200.1	-0.57
Phvul.008G130300.1	0
Phvul.008G130400.1	-0.01
Phvul.008G130500.1	0.76
Phvul.008G130600.1	0.05
