taxa	In11_one_hr	six_hr
Vigun11g089900	NA	NA
Vigun11g091000	NA	NA
Vigun11g091200	NA	NA
Vigun11g091300	NA	NA
Vigun11g091400	NA	NA
Vigun11g091500	NA	NA
Vigun11g091700	NA	NA
Vigun11g091800	NA	NA
Vigun11g091900	NA	NA
Vigun11g093200	NA	NA
Vigun11g095300	NA	NA
Vigun11g096200	NA	NA
Vigun11g096300	NA	NA
Vigun11g096400	NA	NA
Vigun11g096500	NA	NA
Vigun11g096600	NA	NA
Vigun11g097100	NA	NA
Vigun11g097200	NA	NA
Vigun11g097400	NA	NA
Vigun11g097500	NA	NA
Vigun11g097700	NA	NA
Vigun11g097900	NA	NA
Vigun11g098100	NA	NA
Vigun11g098200	NA	NA
Vigun11g098300	NA	NA
Vigun11g098400	NA	NA
Vigun11g098700	NA	NA
Vigun11g098800	NA	NA
Vigun11g099200	NA	NA
Vigun11g099300	NA	NA
Vigun11g099400	NA	NA
Vigun11g099600	NA	NA
Vigun11g100600	NA	NA
Vigun11g101700	NA	NA
Vigun11g102200	NA	NA
Vigun11g103100	NA	NA
Vigun11g104000	NA	NA
Vigun11g104500	NA	NA
Vigun11g104600	NA	NA
Vigun11g105100	NA	NA
Vigun11g105500	NA	NA
Vigun11g106100	NA	NA
Vigun11g106200	NA	NA
Vigun11g106400	NA	NA
Vigun11g107100	NA	NA
Vigun11g107400	NA	NA
Vigun11g109800	NA	NA
Vigun11g110400	NA	NA
Vigun11g110500	NA	NA
Vigun11g111400	NA	NA
Vigun11g111500	NA	NA
Vigun11g111600	NA	NA
Vigun11g112000	NA	NA
Vigun11g113100	NA	NA
Vigun11g114100	NA	NA
Vigun11g115100	NA	NA
Vigun11g115200	NA	NA
Vigun11g115700	NA	NA
Vigun11g117700	NA	NA
Vigun11g117800	NA	NA
Vigun11g118800	NA	NA
Vigun11g121500	NA	NA
Vigun11g122000	NA	NA
Vigun11g122700	NA	NA
Vigun11g123400	NA	NA
Vigun11g124200	NA	NA
Vigun11g125800	NA	NA
Vigun11g128600	NA	NA
Vigun11g131900	NA	NA
Vigun11g133900	NA	NA
Vigun11g134300	NA	NA
Vigun11g134900	NA	NA
Vigun11g136200	NA	NA
Vigun11g136300	NA	NA
Vigun11g136800	NA	NA
Vigun11g137700	NA	NA
Vigun11g137800	NA	NA
Vigun11g137900	NA	NA
Vigun11g138000	NA	NA
Vigun11g138100	NA	NA
Vigun11g138200	NA	NA
Vigun11g138300	NA	NA
Vigun11g138400	NA	NA
Vigun11g138500	NA	NA
Vigun11g138600	NA	NA
Vigun11g138700	NA	NA
Vigun11g138800	NA	NA
Vigun11g139200	NA	NA
Vigun11g139600	NA	NA
Vigun11g139700	NA	NA
Vigun11g139800	NA	NA
Vigun11g140200	NA	NA
Vigun11g140300	NA	NA
Vigun11g140800	NA	NA
Vigun11g142500	NA	NA
Vigun11g143300	NA	NA
Vigun11g144700	NA	NA
Vigun11g145200	NA	NA
Vigun11g145300	NA	NA
Vigun11g145500	NA	NA
Vigun11g148800	NA	NA
Vigun11g151300	NA	NA
Vigun11g152800	NA	NA
Vigun11g154600	NA	NA
Vigun11g155000	NA	NA
Vigun11g161100	NA	NA
Vigun11g161300	NA	NA
Vigun11g162500	NA	NA
Vigun11g164400	NA	NA
Vigun11g164600	NA	NA
Vigun11g167700	NA	NA
Vigun11g168700	NA	NA
Vigun11g169300	NA	NA
Vigun11g169400	NA	NA
Vigun11g173100	NA	NA
Vigun11g173200	NA	NA
Vigun11g173500	NA	NA
Vigun11g174200	NA	NA
Vigun11g174300	NA	NA
Vigun11g174400	NA	NA
Vigun11g174500	NA	NA
Vigun11g176500	NA	NA
Vigun11g176900	NA	NA
Vigun11g177000	NA	NA
Vigun11g178200	NA	NA
Vigun11g179600	NA	NA
Vigun11g180000	NA	NA
Vigun11g182500	NA	NA
Vigun11g183900	NA	NA
Vigun11g184200	NA	NA
Vigun11g184400	NA	NA
Vigun11g184600	NA	NA
Vigun11g184700	NA	NA
Vigun11g184800	NA	NA
Vigun11g186200	NA	NA
Vigun11g188500	NA	NA
Vigun11g193500	NA	NA
Vigun11g194400	NA	NA
Vigun11g194500	NA	NA
Vigun11g194600	NA	NA
Vigun11g194700	NA	NA
Vigun11g194800	NA	NA
Vigun11g194900	NA	NA
Vigun11g195200	NA	NA
Vigun11g195300	NA	NA
Vigun11g195500	NA	NA
Vigun11g196000	NA	NA
Vigun11g199100	NA	NA
Vigun11g199200	NA	NA
Vigun11g200300	NA	NA
Vigun11g205100	NA	NA
Vigun11g205200	NA	NA
Vigun11g205300	NA	NA
Vigun11g205400	NA	NA
Vigun11g205600	NA	NA
Vigun11g206100	NA	NA
Vigun11g210200	NA	NA
Vigun11g212000	NA	NA
Vigun11g212100	NA	NA
Vigun11g212400	NA	NA
Vigun11g214300	NA	NA
Vigun11g214500	NA	NA
Vigun11g216500	NA	NA
Vigun11g217600	NA	NA
Vigun11g217900	NA	NA
Vigun11g218000	NA	NA
Vigun11g218100	NA	NA
Vigun11g220900	NA	NA
Vigun11g221000	NA	NA
Vigun11g221100	NA	NA
Vigun11g222600	NA	NA
Vigun11g222800	NA	NA
VigunL000100	NA	NA
VigunL000200	NA	NA
VigunL000300	NA	NA
VigunL000400	NA	NA
VigunL000600	NA	NA
VigunL000800	NA	NA
VigunL000900	NA	NA
VigunL001100	NA	NA
VigunL001300	NA	NA
VigunL001400	NA	NA
VigunL001500	NA	NA
VigunL001800	NA	NA
VigunL001900	NA	NA
VigunL002000	NA	NA
VigunL002100	NA	NA
VigunL002200	NA	NA
VigunL002300	NA	NA
VigunL002500	NA	NA
VigunL002600	NA	NA
VigunL002700	NA	NA
VigunL002800	NA	NA
VigunL003100	NA	NA
VigunL003200	NA	NA
VigunL003700	NA	NA
VigunL004000	NA	NA
VigunL004200	NA	NA
VigunL004500	NA	NA
VigunL004700	NA	NA
VigunL004800	NA	NA
VigunL004900	NA	NA
VigunL005000	NA	NA
VigunL005100	NA	NA
VigunL005200	NA	NA
VigunL005300	NA	NA
VigunL005400	NA	NA
VigunL005500	NA	NA
VigunL005600	NA	NA
VigunL005800	NA	NA
VigunL006100	NA	NA
VigunL006300	NA	NA
VigunL006400	NA	NA
VigunL006500	NA	NA
VigunL006700	NA	NA
VigunL006800	NA	NA
VigunL007800	NA	NA
VigunL007900	NA	NA
VigunL008200	NA	NA
VigunL008400	NA	NA
VigunL008500	NA	NA
VigunL008900	NA	NA
VigunL009300	NA	NA
VigunL009600	NA	NA
VigunL009700	NA	NA
VigunL009800	NA	NA
VigunL009900	NA	NA
VigunL010000	NA	NA
VigunL010100	NA	NA
VigunL010400	NA	NA
VigunL010500	NA	NA
VigunL011200	NA	NA
VigunL011400	NA	NA
VigunL011500	NA	NA
VigunL011700	NA	NA
VigunL011900	NA	NA
VigunL012000	NA	NA
VigunL012100	NA	NA
VigunL012200	NA	NA
VigunL012300	NA	NA
VigunL012400	NA	NA
VigunL012500	NA	NA
VigunL012600	NA	NA
VigunL012700	NA	NA
VigunL012800	NA	NA
VigunL012900	NA	NA
VigunL013000	NA	NA
VigunL013300	NA	NA
VigunL013400	NA	NA
VigunL013500	NA	NA
VigunL013600	NA	NA
VigunL013700	NA	NA
VigunL013900	NA	NA
VigunL014000	NA	NA
VigunL014100	NA	NA
VigunL014200	NA	NA
VigunL014600	NA	NA
VigunL015000	NA	NA
VigunL015100	NA	NA
VigunL015200	NA	NA
VigunL015500	NA	NA
VigunL015700	NA	NA
VigunL015800	NA	NA
VigunL015900	NA	NA
VigunL016000	NA	NA
VigunL016100	NA	NA
VigunL016200	NA	NA
VigunL016300	NA	NA
VigunL016400	NA	NA
VigunL016600	NA	NA
VigunL016800	NA	NA
VigunL016900	NA	NA
VigunL017000	NA	NA
VigunL017100	NA	NA
VigunL017200	NA	NA
VigunL018100	NA	NA
VigunL018300	NA	NA
VigunL018400	NA	NA
VigunL018500	NA	NA
VigunL018600	NA	NA
VigunL018700	NA	NA
VigunL019200	NA	NA
VigunL019300	NA	NA
VigunL019400	NA	NA
VigunL019600	NA	NA
VigunL019700	NA	NA
VigunL019900	NA	NA
VigunL020000	NA	NA
VigunL020100	NA	NA
VigunL020200	NA	NA
VigunL020300	NA	NA
VigunL020400	NA	NA
VigunL020500	NA	NA
VigunL020600	NA	NA
VigunL020700	NA	NA
VigunL020900	NA	NA
VigunL021000	NA	NA
VigunL021100	NA	NA
VigunL021200	NA	NA
VigunL021400	NA	NA
VigunL021500	NA	NA
VigunL021600	NA	NA
VigunL021700	NA	NA
VigunL021800	NA	NA
VigunL021900	NA	NA
VigunL022000	NA	NA
VigunL022300	NA	NA
VigunL022400	NA	NA
VigunL022500	NA	NA
VigunL022600	NA	NA
VigunL022700	NA	NA
VigunL022800	NA	NA
VigunL022900	NA	NA
VigunL023000	NA	NA
VigunL023100	NA	NA
VigunL023200	NA	NA
VigunL023300	NA	NA
VigunL023400	NA	NA
VigunL023500	NA	NA
VigunL023600	NA	NA
VigunL023700	NA	NA
VigunL023800	NA	NA
VigunL023900	NA	NA
VigunL024000	NA	NA
VigunL024100	NA	NA
VigunL024200	NA	NA
VigunL024300	NA	NA
VigunL024400	NA	NA
VigunL024500	NA	NA
VigunL024600	NA	NA
VigunL024900	NA	NA
VigunL025000	NA	NA
VigunL025100	NA	NA
VigunL025200	NA	NA
VigunL025300	NA	NA
VigunL025400	NA	NA
VigunL025600	NA	NA
VigunL025700	NA	NA
VigunL025800	NA	NA
VigunL025900	NA	NA
VigunL026000	NA	NA
VigunL026200	NA	NA
VigunL026300	NA	NA
VigunL026400	NA	NA
VigunL026600	NA	NA
VigunL026700	NA	NA
VigunL026800	NA	NA
VigunL027000	NA	NA
VigunL027100	NA	NA
VigunL027200	NA	NA
VigunL027300	NA	NA
VigunL027500	NA	NA
VigunL027700	NA	NA
VigunL028000	NA	NA
VigunL028400	NA	NA
VigunL029400	NA	NA
VigunL029600	NA	NA
VigunL029700	NA	NA
VigunL030300	NA	NA
VigunL030700	NA	NA
VigunL030800	NA	NA
VigunL030900	NA	NA
VigunL031000	NA	NA
VigunL031100	NA	NA
VigunL031200	NA	NA
VigunL031300	NA	NA
VigunL031400	NA	NA
VigunL031500	NA	NA
VigunL031600	NA	NA
VigunL031700	NA	NA
VigunL031800	NA	NA
VigunL031900	NA	NA
VigunL032000	NA	NA
VigunL032100	NA	NA
VigunL032200	NA	NA
VigunL032300	NA	NA
VigunL032400	NA	NA
VigunL032600	NA	NA
VigunL032700	NA	NA
VigunL032800	NA	NA
VigunL032900	NA	NA
VigunL033400	NA	NA
VigunL033500	NA	NA
VigunL034000	NA	NA
VigunL034300	NA	NA
VigunL034400	NA	NA
VigunL035000	NA	NA
VigunL035100	NA	NA
VigunL035600	NA	NA
VigunL035800	NA	NA
VigunL036200	NA	NA
VigunL036300	NA	NA
VigunL036400	NA	NA
VigunL036500	NA	NA
VigunL036600	NA	NA
VigunL036700	NA	NA
VigunL036800	NA	NA
VigunL036900	NA	NA
VigunL037000	NA	NA
VigunL037100	NA	NA
VigunL037200	NA	NA
VigunL037300	NA	NA
VigunL037400	NA	NA
VigunL037500	NA	NA
VigunL037600	NA	NA
VigunL037700	NA	NA
VigunL038000	NA	NA
VigunL038100	NA	NA
VigunL038200	NA	NA
VigunL038300	NA	NA
VigunL038400	NA	NA
VigunL038600	NA	NA
VigunL038700	NA	NA
VigunL038800	NA	NA
VigunL038900	NA	NA
VigunL039000	NA	NA
VigunL039100	NA	NA
VigunL039200	NA	NA
VigunL039300	NA	NA
VigunL039500	NA	NA
VigunL039600	NA	NA
VigunL039800	NA	NA
VigunL039900	NA	NA
VigunL040000	NA	NA
VigunL040100	NA	NA
VigunL040300	NA	NA
VigunL040500	NA	NA
VigunL040700	NA	NA
VigunL040900	NA	NA
VigunL041000	NA	NA
VigunL041100	NA	NA
VigunL041300	NA	NA
VigunL041400	NA	NA
VigunL041500	NA	NA
VigunL041900	NA	NA
VigunL042000	NA	NA
VigunL042100	NA	NA
VigunL042200	NA	NA
VigunL042300	NA	NA
VigunL042500	NA	NA
VigunL042700	NA	NA
VigunL043000	NA	NA
VigunL043100	NA	NA
VigunL043200	NA	NA
VigunL043300	NA	NA
VigunL043400	NA	NA
VigunL043500	NA	NA
VigunL043600	NA	NA
VigunL043800	NA	NA
VigunL044000	NA	NA
VigunL044100	NA	NA
VigunL044300	NA	NA
VigunL044400	NA	NA
VigunL044500	NA	NA
VigunL044600	NA	NA
VigunL044900	NA	NA
VigunL045200	NA	NA
VigunL045300	NA	NA
VigunL045400	NA	NA
VigunL045500	NA	NA
VigunL045600	NA	NA
VigunL045700	NA	NA
VigunL045800	NA	NA
VigunL046000	NA	NA
VigunL046200	NA	NA
VigunL046300	NA	NA
VigunL046400	NA	NA
VigunL046500	NA	NA
VigunL046600	NA	NA
VigunL046700	NA	NA
VigunL046800	NA	NA
VigunL047000	NA	NA
VigunL047100	NA	NA
VigunL047200	NA	NA
VigunL047300	NA	NA
VigunL047400	NA	NA
VigunL047500	NA	NA
VigunL047600	NA	NA
VigunL047700	NA	NA
VigunL047800	NA	NA
VigunL048000	NA	NA
VigunL048100	NA	NA
VigunL048200	NA	NA
VigunL048300	NA	NA
VigunL048700	NA	NA
VigunL048800	NA	NA
VigunL048900	NA	NA
VigunL049000	NA	NA
VigunL049100	NA	NA
VigunL049200	NA	NA
VigunL049300	NA	NA
VigunL049500	NA	NA
VigunL049600	NA	NA
VigunL049700	NA	NA
VigunL049800	NA	NA
VigunL049900	NA	NA
VigunL050000	NA	NA
VigunL050200	NA	NA
VigunL050300	NA	NA
VigunL050400	NA	NA
VigunL050500	NA	NA
VigunL050600	NA	NA
VigunL050700	NA	NA
VigunL050800	NA	NA
VigunL050900	NA	NA
VigunL051000	NA	NA
VigunL051100	NA	NA
VigunL051200	NA	NA
VigunL051300	NA	NA
VigunL051400	NA	NA
VigunL051500	NA	NA
VigunL051600	NA	NA
VigunL051700	NA	NA
VigunL051800	NA	NA
VigunL051900	NA	NA
VigunL052000	NA	NA
VigunL052100	NA	NA
VigunL052200	NA	NA
VigunL052300	NA	NA
VigunL052400	NA	NA
VigunL052500	NA	NA
VigunL052600	NA	NA
VigunL052700	NA	NA
VigunL052800	NA	NA
VigunL053000	NA	NA
VigunL053100	NA	NA
VigunL053200	NA	NA
VigunL053400	NA	NA
VigunL053500	NA	NA
VigunL053700	NA	NA
VigunL053800	NA	NA
VigunL054000	NA	NA
VigunL054200	NA	NA
VigunL054300	NA	NA
VigunL054400	NA	NA
VigunL054500	NA	NA
VigunL054600	NA	NA
VigunL054700	NA	NA
VigunL054800	NA	NA
VigunL054900	NA	NA
VigunL055000	NA	NA
VigunL055100	NA	NA
VigunL055200	NA	NA
VigunL055300	NA	NA
VigunL055400	NA	NA
VigunL055500	NA	NA
VigunL055600	NA	NA
VigunL055900	NA	NA
VigunL056000	NA	NA
VigunL056100	NA	NA
VigunL056200	NA	NA
VigunL056300	NA	NA
VigunL056400	NA	NA
VigunL056500	NA	NA
VigunL056700	NA	NA
VigunL056800	NA	NA
VigunL056900	NA	NA
VigunL057000	NA	NA
VigunL057100	NA	NA
VigunL057200	NA	NA
VigunL057300	NA	NA
VigunL057500	NA	NA
VigunL057600	NA	NA
VigunL057700	NA	NA
VigunL057800	NA	NA
VigunL057900	NA	NA
VigunL058000	NA	NA
VigunL058100	NA	NA
VigunL058200	NA	NA
VigunL058300	NA	NA
VigunL058500	NA	NA
VigunL058600	NA	NA
VigunL058700	NA	NA
VigunL058900	NA	NA
VigunL059000	NA	NA
VigunL059200	NA	NA
VigunL059300	NA	NA
VigunL059400	NA	NA
VigunL059500	NA	NA
VigunL059700	NA	NA
VigunL059900	NA	NA
VigunL060000	NA	NA
VigunL060200	NA	NA
VigunL060300	NA	NA
VigunL060400	NA	NA
VigunL060500	NA	NA
VigunL061000	NA	NA
VigunL061300	NA	NA
VigunL061400	NA	NA
VigunL061500	NA	NA
VigunL061600	NA	NA
VigunL061800	NA	NA
VigunL062000	NA	NA
VigunL062200	NA	NA
VigunL062300	NA	NA
VigunL062500	NA	NA
VigunL062600	NA	NA
VigunL062800	NA	NA
VigunL062900	NA	NA
VigunL063000	NA	NA
VigunL063100	NA	NA
VigunL063700	NA	NA
VigunL064000	NA	NA
VigunL064100	NA	NA
VigunL064300	NA	NA
VigunL064400	NA	NA
VigunL064600	NA	NA
VigunL064700	NA	NA
VigunL064800	NA	NA
VigunL065200	NA	NA
VigunL065400	NA	NA
VigunL065600	NA	NA
VigunL065700	NA	NA
VigunL065800	NA	NA
VigunL066500	NA	NA
VigunL066600	NA	NA
VigunL067400	NA	NA
VigunL067500	NA	NA
VigunL068000	NA	NA
VigunL068100	NA	NA
VigunL068300	NA	NA
VigunL068400	NA	NA
VigunL068600	NA	NA
VigunL069000	NA	NA
VigunL069100	NA	NA
VigunL069200	NA	NA
VigunL069300	NA	NA
VigunL070000	NA	NA
VigunL070400	NA	NA
VigunL070800	NA	NA
VigunL070900	NA	NA
VigunL071000	NA	NA
VigunL071200	NA	NA
VigunL071500	NA	NA
VigunL071600	NA	NA
VigunL071700	NA	NA
VigunL071800	NA	NA
VigunL071900	NA	NA
VigunL072000	NA	NA
VigunL072100	NA	NA
VigunL072300	NA	NA
VigunL072600	NA	NA
VigunL072700	NA	NA
VigunL072800	NA	NA
VigunL073100	NA	NA
VigunL073200	NA	NA
VigunL073400	NA	NA
VigunL073500	NA	NA
VigunL073600	NA	NA
VigunL073700	NA	NA
VigunL073800	NA	NA
VigunL074000	NA	NA
VigunL074100	NA	NA
VigunL074300	NA	NA
VigunL074400	NA	NA
VigunL074800	NA	NA
VigunL075300	NA	NA
VigunL075600	NA	NA
VigunL075700	NA	NA
VigunL075900	NA	NA
VigunL076000	NA	NA
VigunL076100	NA	NA
VigunL076300	NA	NA
VigunL076500	NA	NA
VigunL076700	NA	NA
VigunL076800	NA	NA
VigunL076900	NA	NA
VigunL077100	NA	NA
VigunL077200	NA	NA
VigunL077300	NA	NA
VigunL077500	NA	NA
VigunL077600	NA	NA
VigunL077700	NA	NA
VigunL077800	NA	NA
VigunL078000	NA	NA
VigunL078200	NA	NA
VigunL078300	NA	NA
VigunL078500	NA	NA
VigunL078600	NA	NA
VigunL078700	NA	NA
VigunL078800	NA	NA
VigunL078900	NA	NA
VigunL079000	NA	NA
VigunL079100	NA	NA
VigunL079200	NA	NA
VigunL079300	NA	NA
VigunL079400	NA	NA
VigunL079500	NA	NA
VigunL079700	NA	NA
VigunL080000	NA	NA
VigunL080100	NA	NA
VigunL080400	NA	NA
VigunL080600	NA	NA
VigunL080700	NA	NA
VigunL080800	NA	NA
VigunL081300	NA	NA
VigunL081400	NA	NA
VigunL081500	NA	NA
VigunL081700	NA	NA
VigunL082300	NA	NA
VigunL082800	NA	NA
VigunL082900	NA	NA
VigunL083100	NA	NA
VigunL083200	NA	NA
VigunL083700	NA	NA
VigunL083800	NA	NA
VigunL084200	NA	NA
VigunL084400	NA	NA
VigunL084600	NA	NA
VigunL084700	NA	NA
VigunL084800	NA	NA
VigunL084900	NA	NA
VigunL085000	NA	NA
VigunL085100	NA	NA
VigunL085400	NA	NA
VigunL085600	NA	NA
VigunL085700	NA	NA
VigunL085800	NA	NA
VigunL085900	NA	NA
VigunL086000	NA	NA
VigunL086200	NA	NA
VigunL086300	NA	NA
VigunL086500	NA	NA
VigunL086700	NA	NA
VigunL086800	NA	NA
VigunL086900	NA	NA
VigunL087000	NA	NA
VigunL087100	NA	NA
VigunL087200	NA	NA
VigunL087300	NA	NA
VigunL087400	NA	NA
VigunL087500	NA	NA
VigunL087600	NA	NA
VigunL087700	NA	NA
VigunL087800	NA	NA
VigunL087900	NA	NA
VigunL088100	NA	NA
VigunL088200	NA	NA
VigunL088400	NA	NA
VigunL088500	NA	NA
VigunL088600	NA	NA
VigunL088700	NA	NA
Vigun09g278500	5.76	0.00
Vigun08g159800	4.84	-0.18
Vigun11g164200	4.57	-0.61
Vigun03g262600	4.46	0.00
Vigun03g023500	4.27	1.51
Vigun04g099300	4.25	0.11
Vigun03g444800	4.20	0.83
Vigun10g008600	4.10	1.62
Vigun07g084300	4.09	0.00
Vigun07g267100	4.06	2.32
Vigun01g010500	4.00	1.95
Vigun06g148800	3.92	0.00
Vigun03g402200	3.75	0.00
Vigun03g149400	3.66	-0.66
Vigun03g259700	3.66	-0.53
Vigun10g145100	3.60	1.51
Vigun09g274000	3.58	-1.27
Vigun02g072000	3.58	0.85
Vigun06g213400	3.56	0.08
Vigun05g228400	3.56	-1.10
Vigun06g214800	3.55	-1.23
Vigun02g027800	3.55	2.40
Vigun08g202700	3.52	0.00
Vigun05g182000	3.45	0.83
Vigun08g098900	3.44	-1.24
Vigun02g177800	3.44	-3.23
Vigun11g183300	3.41	-1.42
Vigun03g265100	3.41	1.65
Vigun03g149800	3.39	1.71
Vigun11g090800	3.38	-2.38
Vigun07g131500	3.35	-0.61
Vigun03g441800	3.34	-2.73
Vigun02g092500	3.34	1.78
Vigun04g060400	3.31	0.00
Vigun06g104800	3.30	-0.05
Vigun04g003100	3.29	0.83
Vigun03g094000	3.29	-1.31
Vigun09g154500	3.26	0.03
Vigun07g239900	3.26	0.52
Vigun07g116900	3.25	-0.80
Vigun08g172400	3.24	0.83
Vigun05g206000	3.24	-1.28
Vigun08g061300	3.21	0.71
Vigun07g278000	3.20	0.00
Vigun07g111400	3.20	0.83
Vigun10g039300	3.19	0.00
Vigun07g030800	3.19	-0.61
Vigun03g356100	3.17	-0.76
Vigun08g097100	3.17	0.00
Vigun11g045800	3.13	-0.27
Vigun09g122200	3.13	-0.68
Vigun10g167900	3.13	1.16
Vigun09g002200	3.12	2.85
Vigun07g263500	3.11	0.11
Vigun02g001100	3.10	0.11
Vigun11g030300	3.09	-0.82
Vigun09g046700	3.08	-0.64
Vigun08g042100	3.07	2.08
Vigun01g062200	3.05	1.54
Vigun04g015200	3.03	0.72
Vigun05g150900	3.03	-2.12
Vigun03g143200	3.03	0.40
Vigun11g152300	3.00	0.63
Vigun01g015700	2.99	-0.12
Vigun07g190700	2.99	0.90
Vigun03g352100	2.98	-0.49
Vigun10g062400	2.98	-1.95
Vigun03g273100	2.95	-0.18
Vigun01g082700	2.94	2.25
Vigun11g010900	2.93	0.83
Vigun06g198900	2.92	0.00
Vigun06g185300	2.91	-2.65
Vigun04g187600	2.91	-0.61
Vigun02g054700	2.90	-1.50
Vigun10g092800	2.89	1.61
Vigun03g221200	2.89	-0.38
Vigun09g070300	2.89	1.71
VigunL075500	2.88	1.43
Vigun02g064600	2.88	-2.60
Vigun09g155300	2.88	-1.28
Vigun03g083900	2.87	1.48
Vigun05g116500	2.87	0.00
Vigun02g121000	2.85	0.67
Vigun05g174300	2.83	0.66
Vigun06g100600	2.82	0.91
Vigun05g008300	2.82	0.00
Vigun02g014500	2.80	-0.06
Vigun10g073100	2.80	-0.61
Vigun02g038700	2.80	1.50
Vigun03g051500	2.80	-0.78
Vigun04g049700	2.80	0.00
Vigun07g093300	2.80	0.18
Vigun10g072100	2.79	-0.10
VigunL060100	2.79	0.00
Vigun05g012600	2.78	-1.76
Vigun03g389600	2.78	-2.65
Vigun05g005100	2.77	0.43
Vigun11g022000	2.77	0.00
Vigun05g181600	2.77	0.00
Vigun06g076400	2.77	2.87
Vigun02g088400	2.76	-0.26
Vigun04g160400	2.76	1.34
Vigun06g222600	2.75	-0.61
Vigun11g030000	2.75	-0.65
Vigun10g019900	2.75	0.00
Vigun10g064900	2.74	2.71
Vigun05g059500	2.74	-0.61
Vigun10g100200	2.74	-1.80
Vigun08g099100	2.72	1.05
Vigun02g058600	2.71	-0.60
Vigun09g246600	2.71	-1.04
Vigun05g282000	2.71	2.82
Vigun05g178400	2.71	0.00
Vigun11g023000	2.70	-3.50
Vigun11g012000	2.69	0.50
Vigun06g063700	2.69	-0.58
Vigun11g185100	2.68	-0.21
Vigun03g400500	2.68	-1.41
Vigun05g001100	2.67	0.00
Vigun06g088700	2.65	0.00
Vigun11g114000	2.65	0.00
Vigun02g083700	2.64	-1.77
Vigun08g169000	2.64	-0.68
Vigun08g197000	2.64	0.78
Vigun03g112700	2.64	-0.88
Vigun03g339400	2.63	0.80
Vigun07g250600	2.63	2.35
Vigun04g025900	2.63	-3.19
Vigun09g112700	2.61	0.52
Vigun11g208100	2.59	2.44
Vigun09g129000	2.59	-0.03
Vigun01g015800	2.57	2.06
Vigun11g037700	2.56	0.83
Vigun11g014800	2.56	-0.61
Vigun01g010400	2.56	-0.03
Vigun09g053700	2.56	2.62
Vigun03g027500	2.56	1.32
Vigun01g089500	2.56	1.17
Vigun01g012400	2.54	0.61
Vigun03g140900	2.54	1.16
Vigun06g230600	2.54	-2.12
Vigun03g277800	2.54	0.11
Vigun03g232600	2.54	0.51
Vigun06g114500	2.54	0.74
Vigun11g163300	2.54	1.42
Vigun11g158900	2.53	3.14
Vigun05g290200	2.53	-1.07
Vigun03g447300	2.53	0.83
Vigun06g096700	2.53	-1.40
Vigun10g136000	2.51	-0.51
Vigun02g003600	2.51	0.83
Vigun08g110100	2.50	0.11
Vigun09g231600	2.50	-0.61
Vigun11g013000	2.50	-1.86
Vigun11g143600	2.49	-2.06
Vigun03g151400	2.49	-1.14
Vigun03g064200	2.49	-1.47
Vigun07g007000	2.48	2.00
Vigun05g237900	2.48	0.00
Vigun11g025700	2.48	0.00
Vigun09g158800	2.46	0.83
Vigun08g166800	2.46	-0.51
Vigun09g019500	2.46	2.38
Vigun03g440700	2.46	-0.03
Vigun03g195200	2.46	-1.05
Vigun07g067300	2.45	-1.79
Vigun11g177700	2.44	-1.21
Vigun08g224900	2.42	-2.03
Vigun08g139300	2.42	2.20
Vigun02g085600	2.41	-2.85
Vigun02g170300	2.40	1.64
Vigun09g222100	2.40	0.00
Vigun11g073500	2.40	0.00
Vigun08g083400	2.40	-1.51
Vigun05g229100	2.39	0.83
Vigun02g150800	2.39	0.34
Vigun03g055200	2.39	0.83
Vigun07g269400	2.39	-0.61
Vigun07g129000	2.39	0.83
Vigun02g073000	2.39	-1.54
Vigun07g096500	2.38	0.00
Vigun01g241200	2.38	1.43
Vigun01g141100	2.38	-0.33
Vigun08g114500	2.38	0.00
Vigun01g199000	2.38	0.00
Vigun07g133600	2.38	0.00
Vigun01g166400	2.37	-1.65
Vigun05g290500	2.37	-2.22
Vigun04g062600	2.37	-0.61
Vigun11g090300	2.37	-1.31
Vigun05g153900	2.37	-1.31
Vigun06g082800	2.37	1.54
Vigun08g070600	2.36	0.00
Vigun08g172100	2.36	1.34
Vigun10g095500	2.36	0.00
Vigun03g117200	2.36	0.00
Vigun03g001100	2.36	-1.32
Vigun10g174700	2.36	1.66
Vigun03g151800	2.36	2.65
Vigun03g370500	2.36	-1.55
Vigun11g090000	2.36	-1.27
Vigun05g229900	2.35	0.17
Vigun05g133500	2.34	-3.03
Vigun06g178200	2.34	-2.64
Vigun01g014900	2.34	-0.51
Vigun07g267700	2.34	0.11
Vigun07g147700	2.33	0.00
Vigun10g034300	2.33	0.00
Vigun09g022500	2.32	-1.03
Vigun02g138100	2.31	0.82
Vigun04g134000	2.31	-1.80
Vigun01g053300	2.30	3.18
Vigun11g100400	2.30	-0.46
Vigun01g071100	2.30	1.30
Vigun07g131400	2.30	-1.32
Vigun10g116300	2.30	0.00
Vigun08g130200	2.30	1.96
Vigun07g212300	2.29	0.11
Vigun06g174700	2.29	-0.36
Vigun07g202700	2.29	0.11
Vigun07g034500	2.29	0.67
Vigun04g146200	2.29	1.97
Vigun08g088400	2.29	0.10
Vigun05g289100	2.28	0.76
Vigun05g086700	2.28	-3.32
Vigun11g182600	2.28	-0.57
Vigun06g159500	2.27	2.08
Vigun03g084100	2.27	0.11
Vigun10g137200	2.27	0.00
