taxa	nodule	root	21d_leaf
MtrunA17_Chr2g0319121	-3.32	-6.64	-6.64
MtrunA17_Chr2g0319131	-6.64	-6.64	-6.64
MtrunA17_Chr2g0319141	-0.74	0.38	2.23
MtrunA17_Chr2g0319151	0.77	-6.64	0.77
MtrunA17_Chr2g0319161	-6.64	2.32	-6.64
MtrunA17_Chr2g0319171	0.14	0.38	-6.64
MtrunA17_Chr2g0319181	11.11	11.62	10.90
MtrunA17_Chr2g0319191	10.54	10.56	10.53
MtrunA17_Chr2g0319201	1.93	5.69	5.43
MtrunA17_Chr2g0319211	4.48	8.55	9.78
MtrunA17_Chr2g0319221	1.43	0.26	2.23
MtrunA17_Chr2g0319231	0.93	3.46	3.72
MtrunA17_Chr2g0319241	1.96	3.68	4.34
MtrunA17_Chr2g0319251	-6.64	-1.74	-1.74
MtrunA17_Chr2g0319261	-6.64	-6.64	-6.64
MtrunA17_Chr2g0319271	6.19	11.23	8.91
MtrunA17_Chr2g0319281	-6.64	4.19	11.19
MtrunA17_Chr2g0319291	-0.74	10.30	5.42
MtrunA17_Chr2g0319301	8.60	11.73	12.94
MtrunA17_Chr2g0319311	-0.51	9.90	8.68
MtrunA17_Chr2g0319321	0.38	-6.64	10.36
MtrunA17_Chr2g0319331	4.80	3.17	-1.74
MtrunA17_Chr2g0319332	-6.64	-6.64	-6.64
MtrunA17_Chr2g0319341	-6.64	0.38	3.14
MtrunA17_Chr2g0319351	-6.64	-6.64	-0.51
MtrunA17_Chr2g0319361	-3.32	-6.64	-6.64
MtrunA17_Chr2g0319371	8.35	9.97	11.67
MtrunA17_Chr2g0319381	-6.64	-6.64	-6.64
MtrunA17_Chr2g0319391	-6.64	-6.64	-6.64
MtrunA17_Chr2g0319401	-6.64	-6.64	-6.64
MtrunA17_Chr2g0319411	-6.64	-6.64	-6.64
MtrunA17_Chr2g0319421	-6.64	-6.64	-6.64
MtrunA17_Chr2g0319431	-1.74	4.34	0.38
MtrunA17_Chr2g0319441	6.62	9.38	10.52
MtrunA17_Chr2g0319451	-2.32	-6.64	-6.64
MtrunA17_Chr2g0319461	-1.00	2.58	11.77
MtrunA17_Chr2g0319471	4.99	7.38	8.31
MtrunA17_Chr2g0319481	5.48	8.19	11.20
MtrunA17_Chr2g0319491	-6.64	-1.74	-6.64
MtrunA17_Chr2g0319501	-0.32	-6.64	-6.64
MtrunA17_Chr2g0319511	-3.32	-6.64	-6.64
MtrunA17_Chr2g0319521	-6.64	-6.64	-6.64
MtrunA17_Chr2g0319531	-6.64	-6.64	-6.64
MtrunA17_Chr2g0319541	-6.64	-6.64	-6.64
MtrunA17_Chr2g0319551	-6.64	-6.64	-6.64
MtrunA17_Chr2g0319561	12.39	13.26	13.34
MtrunA17_Chr2g0319571	5.90	9.88	10.04
MtrunA17_Chr2g0319581	-3.32	1.72	3.00
MtrunA17_Chr2g0319591	6.53	9.29	11.00
MtrunA17_Chr2g0319601	-6.64	-6.64	-6.64
MtrunA17_Chr2g0319611	-0.51	10.36	8.03
MtrunA17_Chr2g0319621	-6.64	-6.64	-6.64
MtrunA17_Chr2g0319631	-6.64	-6.64	-6.64
MtrunA17_Chr2g0319641	12.63	-1.74	-6.64
MtrunA17_Chr2g0319651	4.69	-1.74	-6.64
MtrunA17_Chr2g0319661	2.23	9.22	2.58
MtrunA17_Chr2g0319671	-6.64	-6.64	-6.64
MtrunA17_Chr2g0319681	-6.64	0.00	-6.64
MtrunA17_Chr2g0319691	-6.64	-6.64	-6.64
MtrunA17_Chr2g0319701	-3.32	-6.64	-6.64
MtrunA17_Chr2g0319711	-6.64	-6.64	-6.64
MtrunA17_Chr2g0319721	-6.64	-6.64	-6.64
MtrunA17_Chr2g0319731	-6.64	2.26	1.20
MtrunA17_Chr2g0319741	-3.32	-6.64	9.75
MtrunA17_Chr2g0319751	2.56	9.74	8.84
MtrunA17_Chr2g0319761	4.87	11.62	-6.64
MtrunA17_Chr2g0319771	-6.64	0.77	-6.64
MtrunA17_Chr2g0319781	-6.64	-6.64	-6.64
MtrunA17_Chr2g0319791	3.45	-6.64	-6.64
MtrunA17_Chr2g0319801	3.92	9.20	-6.64
MtrunA17_Chr2g0319811	-1.00	3.95	-6.64
MtrunA17_Chr2g0319821	5.16	8.95	9.39
MtrunA17_Chr2g0319831	-6.64	-6.64	-6.64
MtrunA17_Chr2g0319841	-6.64	-6.64	-1.74
MtrunA17_Chr2g0319851	6.82	4.75	0.77
MtrunA17_Chr2g0319861	5.40	3.55	3.70
MtrunA17_Chr2g0319871	-3.32	-6.64	-6.64
MtrunA17_Chr2g0319881	0.93	-1.74	-1.74
MtrunA17_Chr2g0319891	7.36	9.38	9.94
MtrunA17_Chr2g0319901	3.66	4.34	7.87
MtrunA17_Chr2g0319911	0.58	4.92	8.70
MtrunA17_Chr2g0319921	5.05	8.64	10.75
MtrunA17_Chr2g0319931	-6.64	0.58	4.90
MtrunA17_Chr2g0319941	3.78	8.41	9.24
MtrunA17_Chr2g0319951	7.34	9.80	10.53
MtrunA17_Chr2g0319961	5.01	10.43	9.36
MtrunA17_Chr2g0319971	-0.74	7.82	6.96
MtrunA17_Chr2g0319981	-3.32	7.71	6.35
MtrunA17_Chr2g0319991	-6.64	-1.74	-1.74
MtrunA17_Chr2g0320001	1.68	-6.64	-6.64
MtrunA17_Chr2g0320011	7.29	9.98	10.41
MtrunA17_Chr2g0320021	-6.64	-6.64	-6.64
MtrunA17_Chr2g0320031	5.61	10.59	-6.64
MtrunA17_Chr2g0320041	-6.64	-1.74	-6.64
MtrunA17_Chr2g0320051	-3.32	5.83	6.16
MtrunA17_Chr2g0320061	-0.51	8.62	6.29
MtrunA17_Chr2g0320071	-6.64	1.43	2.93
MtrunA17_Chr2g0320081	-6.64	-6.64	-6.64
MtrunA17_Chr2g0320091	-6.64	-1.74	-6.64
MtrunA17_Chr2g0320101	-6.64	0.00	0.38
MtrunA17_Chr2g0320111	6.37	9.28	2.94
MtrunA17_Chr2g0320121	-6.64	-6.64	-6.64
MtrunA17_Chr2g0320131	-6.64	-6.64	-1.74
MtrunA17_Chr2g0320141	-6.64	-6.64	-1.74
MtrunA17_Chr2g0320151	0.14	1.20	0.38
MtrunA17_Chr2g0320161	-6.64	-1.74	-6.64
MtrunA17_Chr2g0320171	5.78	0.38	-6.64
MtrunA17_Chr2g0320181	2.38	-6.64	-0.51
MtrunA17_Chr2g0320191	-6.64	-6.64	-6.64
MtrunA17_Chr2g0320201	1.68	2.98	0.00
MtrunA17_Chr2g0320211	9.02	10.35	10.73
MtrunA17_Chr2g0320221	6.03	8.20	8.98
MtrunA17_Chr2g0320231	1.54	8.49	5.25
MtrunA17_Chr2g0320241	-0.51	-6.64	-6.64
MtrunA17_Chr2g0320251	4.43	8.31	7.41
MtrunA17_Chr2g0320261	-6.64	0.00	-6.64
MtrunA17_Chr2g0320271	5.27	9.23	7.57
MtrunA17_Chr2g0320281	5.11	8.27	8.91
MtrunA17_Chr2g0320291	-1.32	8.00	0.77
MtrunA17_Chr2g0320301	6.16	8.94	9.69
MtrunA17_Chr2g0320311	-0.51	8.81	5.04
MtrunA17_Chr2g0320321	-1.32	-6.64	-6.64
MtrunA17_Chr2g0320331	-6.64	-6.64	-6.64
MtrunA17_Chr2g0320341	-0.32	9.67	-6.64
MtrunA17_Chr2g0320351	-3.32	6.05	3.12
MtrunA17_Chr2g0320361	-2.32	-6.64	-6.64
MtrunA17_Chr2g0320371	-6.64	-6.64	-6.64
MtrunA17_Chr2g0320381	-6.64	-6.64	-6.64
MtrunA17_Chr2g0320391	-6.64	3.75	5.57
MtrunA17_Chr2g0320401	-6.64	1.32	-6.64
MtrunA17_Chr2g0320411	-6.64	6.02	2.81
MtrunA17_Chr2g0320421	-1.74	5.58	2.32
MtrunA17_Chr2g0320431	6.49	9.64	9.79
MtrunA17_Chr2g0320441	6.45	7.72	-1.74
MtrunA17_Chr2g0320451	6.62	9.75	10.53
MtrunA17_Chr2g0320461	-2.32	9.22	-6.64
MtrunA17_Chr2g0320471	-6.64	-6.64	-6.64
MtrunA17_Chr2g0320481	-3.32	-6.64	-6.64
MtrunA17_Chr2g0320491	5.51	9.82	11.67
MtrunA17_Chr2g0320501	-6.64	4.74	2.46
MtrunA17_Chr2g0320511	-6.64	1.89	3.00
MtrunA17_Chr2g0320521	-3.32	-6.64	-6.64
MtrunA17_Chr2g0320531	-3.32	-1.74	-6.64
MtrunA17_Chr2g0320541	-2.32	-6.64	-6.64
MtrunA17_Chr2g0320551	-6.64	-6.64	-6.64
MtrunA17_Chr2g0320561	-1.32	-6.64	-6.64
MtrunA17_Chr2g0320571	-6.64	-6.64	-6.64
MtrunA17_Chr2g0320581	-1.74	5.38	11.13
MtrunA17_Chr2g0320591	-3.32	-0.51	4.00
MtrunA17_Chr2g0320601	4.73	5.38	8.60
MtrunA17_Chr2g0320611	6.66	8.23	8.70
MtrunA17_Chr2g0320621	5.02	9.73	10.51
MtrunA17_Chr2g0320631	4.82	8.82	8.95
MtrunA17_Chr2g0320632	-6.64	-6.64	-6.64
MtrunA17_Chr2g0320641	4.30	8.71	12.40
MtrunA17_Chr2g0320651	-1.00	-6.64	1.26
MtrunA17_Chr2g0320661	5.59	7.54	7.53
MtrunA17_Chr2g0320671	2.41	9.51	-1.74
MtrunA17_Chr2g0320681	-6.64	-6.64	-6.64
MtrunA17_Chr2g0320691	3.38	8.60	7.85
MtrunA17_Chr2g0320701	-6.64	-6.64	-6.64
MtrunA17_Chr2g0320711	5.30	8.59	8.54
MtrunA17_Chr2g0320721	8.10	11.50	12.70
MtrunA17_Chr2g0320731	3.07	6.42	8.21
MtrunA17_Chr2g0320741	4.61	8.42	10.41
MtrunA17_Chr2g0320751	5.32	7.57	8.63
MtrunA17_Chr2g0320761	-6.64	-6.64	-6.64
MtrunA17_Chr2g0320771	2.20	-6.64	-6.64
MtrunA17_Chr2g0320781	-6.64	-6.64	-1.74
MtrunA17_Chr2g0320791	1.20	-6.64	-6.64
MtrunA17_Chr2g0320801	7.80	10.38	9.44
MtrunA17_Chr2g0320811	-1.32	-6.64	5.08
MtrunA17_Chr2g0320821	10.01	-6.64	-1.74
MtrunA17_Chr2g0320831	7.44	8.74	9.35
MtrunA17_Chr2g0320841	12.05	-6.64	-6.64
MtrunA17_Chr2g0320851	6.99	-6.64	-6.64
MtrunA17_Chr2g0320861	0.00	-6.64	-6.64
MtrunA17_Chr2g0320871	10.16	-6.64	-6.64
MtrunA17_Chr2g0320881	7.52	9.16	11.82
MtrunA17_Chr2g0320884	10.49	12.40	12.41
MtrunA17_Chr2g0320911	4.57	-6.64	-6.64
MtrunA17_Chr2g0320921	5.85	8.77	11.87
MtrunA17_Chr2g0320922	-6.64	-6.64	-6.64
MtrunA17_Chr2g0320931	-6.64	-6.64	-0.51
MtrunA17_Chr2g0320941	-6.64	0.77	-6.64
MtrunA17_Chr2g0320951	-3.32	7.24	4.66
MtrunA17_Chr2g0320961	3.36	-6.64	-6.64
MtrunA17_Chr2g0320971	6.12	7.79	10.09
MtrunA17_Chr2g0320981	7.51	8.84	9.02
MtrunA17_Chr2g0320991	-1.74	-6.64	-6.64
MtrunA17_Chr2g0321001	11.38	-6.64	-6.64
MtrunA17_Chr2g0321011	-1.74	-0.51	-6.64
MtrunA17_Chr2g0321021	0.14	-6.64	-6.64
MtrunA17_Chr2g0321031	0.93	-6.64	-6.64
MtrunA17_Chr2g0321041	3.57	6.70	0.77
MtrunA17_Chr2g0321051	5.05	9.90	9.30
MtrunA17_Chr2g0321061	-1.32	-6.64	-6.64
MtrunA17_Chr2g0321071	-6.64	-6.64	-6.64
MtrunA17_Chr2g0321081	1.20	8.54	5.09
MtrunA17_Chr2g0321091	13.02	11.42	11.41
MtrunA17_Chr2g0321101	9.56	8.28	6.72
MtrunA17_Chr2g0321111	6.46	9.46	10.14
MtrunA17_Chr2g0321121	12.85	12.49	12.33
MtrunA17_Chr2g0321131	3.20	7.89	11.78
MtrunA17_Chr2g0321141	-6.64	-6.64	-6.64
MtrunA17_Chr2g0321151	-2.32	-6.64	-6.64
MtrunA17_Chr2g0321161	-3.32	-6.64	-6.64
MtrunA17_Chr2g0321171	0.68	3.94	2.41
MtrunA17_Chr2g0321181	7.43	8.35	-0.51
MtrunA17_Chr2g0321191	-2.32	-6.64	-6.64
MtrunA17_Chr2g0321201	-1.32	0.38	10.81
MtrunA17_Chr2g0321211	6.35	8.89	9.82
MtrunA17_Chr2g0321221	-2.32	2.83	1.49
MtrunA17_Chr2g0321231	2.14	3.67	3.32
MtrunA17_Chr2g0321241	7.90	11.39	11.72
MtrunA17_Chr2g0321251	-1.32	1.58	-1.74
MtrunA17_Chr2g0321261	-3.32	-1.74	-6.64
MtrunA17_Chr2g0321271	7.18	9.46	8.93
MtrunA17_Chr2g0321281	-2.32	-6.64	-6.64
MtrunA17_Chr2g0321291	-1.32	8.26	7.04
MtrunA17_Chr2g0321301	-6.64	5.98	-6.64
MtrunA17_Chr2g0321311	-6.64	-0.74	-6.64
MtrunA17_Chr2g0321321	-6.64	-6.64	-6.64
MtrunA17_Chr2g0321331	-2.32	-6.64	-0.74
MtrunA17_Chr2g0321341	-6.64	7.91	4.54
MtrunA17_Chr2g0321351	2.32	10.98	4.15
MtrunA17_Chr2g0321361	-6.64	1.00	-6.64
MtrunA17_Chr2g0321371	-6.64	-1.74	-6.64
MtrunA17_Chr2g0321381	-3.32	-6.64	-6.64
MtrunA17_Chr2g0321391	-1.32	-1.00	-6.64
MtrunA17_Chr2g0321401	-1.74	-0.51	-6.64
MtrunA17_Chr2g0321411	0.68	3.93	3.73
MtrunA17_Chr2g0321421	-1.74	2.38	3.32
MtrunA17_Chr2g0321431	0.68	10.94	5.00
MtrunA17_Chr2g0321441	9.30	2.81	2.41
MtrunA17_Chr2g0321451	12.24	2.43	2.07
MtrunA17_Chr2g0321461	-6.64	8.17	10.02
MtrunA17_Chr2g0321471	-6.64	2.00	2.66
MtrunA17_Chr2g0321481	-3.32	-0.51	-0.51
MtrunA17_Chr2g0321491	11.63	12.13	12.05
MtrunA17_Chr2g0321501	8.68	10.78	8.48
MtrunA17_Chr2g0321511	4.58	10.93	9.80
MtrunA17_Chr2g0321521	-1.74	4.50	6.42
MtrunA17_Chr2g0321531	7.79	8.80	10.62
MtrunA17_Chr2g0321541	-0.32	8.27	8.26
MtrunA17_Chr2g0321551	-6.64	-0.51	10.79
MtrunA17_Chr2g0321561	9.14	9.57	10.19
MtrunA17_Chr2g0321571	10.55	10.42	11.11
MtrunA17_Chr2g0321581	0.85	10.14	-1.74
MtrunA17_Chr2g0321591	-6.64	12.10	-6.64
MtrunA17_Chr2g0321601	-3.32	9.91	-6.64
MtrunA17_Chr2g0321611	3.60	6.35	6.64
MtrunA17_Chr2g0321621	-1.74	-1.74	1.58
MtrunA17_Chr2g0321631	-0.74	3.81	4.15
MtrunA17_Chr2g0321641	4.18	11.17	4.00
MtrunA17_Chr2g0321651	2.29	2.83	3.17
MtrunA17_Chr2g0321661	-3.32	5.26	-6.64
MtrunA17_Chr2g0321671	3.75	8.38	-6.64
MtrunA17_Chr2g0321681	-6.64	-6.64	-6.64
MtrunA17_Chr2g0321691	6.74	10.07	10.57
MtrunA17_Chr2g0321701	7.82	9.64	10.16
MtrunA17_Chr2g0321711	7.09	9.06	8.86
MtrunA17_Chr2g0321721	8.97	3.57	4.23
MtrunA17_Chr2g0321731	-2.32	8.28	6.40
MtrunA17_Chr2g0321741	2.83	7.63	5.67
MtrunA17_Chr2g0321751	6.59	8.69	9.24
MtrunA17_Chr2g0321761	3.34	5.64	6.29
MtrunA17_Chr2g0321771	-3.32	-6.64	-6.64
MtrunA17_Chr2g0321781	-1.32	-6.64	-6.64
MtrunA17_Chr2g0321791	-1.74	-1.00	1.32
MtrunA17_Chr2g0321801	-0.15	8.67	9.93
MtrunA17_Chr2g0321811	4.77	1.72	-6.64
MtrunA17_Chr2g0321821	6.82	8.05	7.50
MtrunA17_Chr2g0321831	0.26	2.51	7.38
MtrunA17_Chr2g0321841	-1.32	8.17	3.71
MtrunA17_Chr2g0321851	1.68	1.38	-6.64
MtrunA17_Chr2g0321861	6.09	8.66	8.97
MtrunA17_Chr2g0321862	-6.64	-6.64	-6.64
MtrunA17_Chr2g0321871	-6.64	-6.64	-6.64
MtrunA17_Chr2g0321881	-6.64	4.15	-6.64
MtrunA17_Chr2g0321891	-3.32	-6.64	-6.64
MtrunA17_Chr2g0321901	0.26	1.00	3.31
MtrunA17_Chr2g0321911	4.09	9.10	9.17
MtrunA17_Chr2g0321921	-1.32	8.01	6.21
MtrunA17_Chr2g0321931	-6.64	2.26	-6.64
MtrunA17_Chr2g0321941	4.91	7.79	9.17
MtrunA17_Chr2g0321951	-6.64	-6.64	-6.64
MtrunA17_Chr2g0321961	6.57	-6.64	-6.64
MtrunA17_Chr2g0321971	1.00	6.23	-6.64
MtrunA17_Chr2g0321981	0.14	-6.64	-6.64
MtrunA17_Chr2g0321991	1.49	-6.64	-6.64
MtrunA17_Chr2g0322001	7.52	10.16	8.54
MtrunA17_Chr2g0322011	-6.64	-6.64	-6.64
MtrunA17_Chr2g0322021	-3.32	6.25	4.11
MtrunA17_Chr2g0322031	-2.32	-6.64	-6.64
MtrunA17_Chr2g0322041	-1.74	7.79	-0.51
MtrunA17_Chr2g0322051	-1.74	-6.64	-6.64
MtrunA17_Chr2g0322061	3.42	-6.64	-6.64
MtrunA17_Chr2g0322071	0.14	6.82	-6.64
MtrunA17_Chr2g0322081	-1.32	8.35	1.38
MtrunA17_Chr2g0322091	-6.64	-1.74	-6.64
MtrunA17_Chr2g0322101	-6.64	5.43	-6.64
MtrunA17_Chr2g0322111	5.85	9.93	10.09
MtrunA17_Chr2g0322121	6.68	10.07	10.96
MtrunA17_Chr2g0322131	-6.64	-6.64	-6.64
MtrunA17_Chr2g0322141	0.85	-6.64	-6.64
MtrunA17_Chr2g0322151	5.79	8.54	10.42
MtrunA17_Chr2g0322161	7.15	9.39	10.04
MtrunA17_Chr2g0322171	9.95	11.19	11.85
MtrunA17_Chr2g0322181	10.38	12.48	12.63
MtrunA17_Chr2g0322191	2.23	7.33	6.06
MtrunA17_Chr2g0322201	-6.64	-6.64	-6.64
MtrunA17_Chr2g0322211	6.57	9.34	9.09
MtrunA17_Chr2g0322221	-6.64	-6.64	10.15
MtrunA17_Chr2g0322231	6.37	7.60	7.75
MtrunA17_Chr2g0322241	-6.64	-6.64	-6.64
MtrunA17_Chr2g0322251	2.46	8.29	2.51
MtrunA17_Chr2g0322261	8.13	10.68	12.05
MtrunA17_Chr2g0322271	-3.32	4.37	4.48
MtrunA17_Chr2g0322281	10.83	3.12	1.43
MtrunA17_Chr2g0322291	6.54	7.98	3.91
MtrunA17_Chr2g0322301	7.55	9.27	9.02
MtrunA17_Chr2g0322311	4.47	7.64	7.90
MtrunA17_Chr2g0322321	3.54	6.80	13.19
MtrunA17_Chr2g0322331	5.52	8.92	3.81
MtrunA17_Chr2g0322341	4.36	7.63	-0.51
MtrunA17_Chr2g0322351	6.39	6.17	8.18
MtrunA17_Chr2g0322361	6.21	9.15	10.30
MtrunA17_Chr2g0322371	5.36	5.94	3.93
MtrunA17_Chr2g0322381	-3.32	-6.64	2.51
MtrunA17_Chr2g0322391	1.96	6.53	6.69
MtrunA17_Chr2g0322401	0.00	6.00	3.67
MtrunA17_Chr2g0322411	-3.32	-6.64	-6.64
MtrunA17_Chr2g0322421	0.38	3.55	5.61
MtrunA17_Chr2g0322431	-6.64	-6.64	-6.64
MtrunA17_Chr2g0322441	4.91	8.35	7.79
MtrunA17_Chr2g0322451	7.61	8.58	7.32
MtrunA17_Chr2g0322461	3.94	8.37	10.45
MtrunA17_Chr2g0322471	-0.15	2.32	-6.64
MtrunA17_Chr2g0322472	-6.64	-6.64	-6.64
MtrunA17_Chr2g0322481	-1.74	-1.74	-6.64
MtrunA17_Chr2g0322491	1.68	5.60	2.00
MtrunA17_Chr2g0322501	-6.64	-6.64	-6.64
MtrunA17_Chr2g0322511	1.07	4.99	2.23
MtrunA17_Chr2g0322521	-6.64	0.00	-6.64
MtrunA17_Chr2g0322531	0.38	8.67	-6.64
MtrunA17_Chr2g0322541	-6.64	1.00	-6.64
MtrunA17_Chr2g0322551	5.47	10.19	11.03
MtrunA17_Chr2g0322561	0.58	-6.64	-6.64
MtrunA17_Chr2g0322571	9.46	11.20	11.90
MtrunA17_Chr2g0322581	-6.64	1.89	-1.74
MtrunA17_Chr2g0322591	1.77	10.03	10.02
MtrunA17_Chr2g0322592	-6.64	-6.64	-6.64
MtrunA17_Chr2g0322601	-1.74	-6.64	-6.64
MtrunA17_Chr2g0322611	-1.00	-6.64	-6.64
MtrunA17_Chr2g0322621	5.85	7.27	2.87
MtrunA17_Chr2g0322631	4.11	6.77	5.46
MtrunA17_Chr2g0322641	9.59	13.10	14.14
MtrunA17_Chr2g0322651	6.17	8.32	-6.64
MtrunA17_Chr2g0322661	4.36	6.84	10.47
MtrunA17_Chr2g0322671	6.74	11.37	10.91
MtrunA17_Chr2g0322681	4.99	9.70	9.49
MtrunA17_Chr2g0322691	3.69	9.45	11.47
MtrunA17_Chr2g0322701	-6.64	-6.64	1.85
MtrunA17_Chr2g0322711	-3.32	-6.64	-6.64
MtrunA17_Chr2g0322721	9.55	10.62	10.46
MtrunA17_Chr2g0322731	-0.74	1.20	9.26
MtrunA17_Chr2g0322741	8.90	9.57	10.18
MtrunA17_Chr2g0322751	-0.32	-6.64	-6.64
MtrunA17_Chr2g0322761	0.26	7.33	5.48
MtrunA17_Chr2g0322771	-3.32	3.28	-6.64
MtrunA17_Chr2g0322781	-6.64	-6.64	-6.64
MtrunA17_Chr2g0322791	-6.64	-6.64	-6.64
MtrunA17_Chr2g0322801	7.84	11.18	10.54
MtrunA17_Chr2g0322811	7.70	5.75	0.26
MtrunA17_Chr2g0322821	5.10	9.52	9.06
MtrunA17_Chr2g0322831	-6.64	0.00	4.06
MtrunA17_Chr2g0322841	6.41	8.79	8.79
MtrunA17_Chr2g0322851	-3.32	-1.74	-0.51
MtrunA17_Chr2g0322861	6.94	14.05	6.69
MtrunA17_Chr2g0322871	4.55	8.26	8.68
MtrunA17_Chr2g0322881	6.97	10.74	9.54
MtrunA17_Chr2g0322891	-6.64	-0.32	-1.74
MtrunA17_Chr2g0322901	-3.32	7.11	4.17
MtrunA17_Chr2g0322911	7.41	10.68	10.84
MtrunA17_Chr2g0322921	1.43	4.74	8.85
MtrunA17_Chr2g0322931	5.87	9.70	9.41
MtrunA17_Chr2g0322941	-3.32	5.94	1.89
MtrunA17_Chr2g0322951	-6.64	6.55	2.00
MtrunA17_Chr2g0322961	-6.64	-6.64	-6.64
MtrunA17_Chr2g0322971	-1.32	5.35	-6.64
MtrunA17_Chr2g0322981	0.49	0.77	-6.64
MtrunA17_Chr2g0322991	-0.32	7.95	6.61
MtrunA17_Chr2g0323001	4.82	8.09	8.70
MtrunA17_Chr2g0323011	2.23	11.49	10.76
MtrunA17_Chr2g0323021	1.20	9.54	3.12
MtrunA17_Chr2g0323031	8.32	12.40	8.36
MtrunA17_Chr2g0323041	4.45	7.09	3.32
MtrunA17_Chr2g0323051	-1.00	5.32	5.16
MtrunA17_Chr2g0323061	-6.64	-6.64	-6.64
MtrunA17_Chr2g0323071	-3.32	6.19	2.94
MtrunA17_Chr2g0323081	0.14	7.95	2.81
MtrunA17_Chr2g0323091	1.54	-6.64	-6.64
MtrunA17_Chr2g0323101	8.09	11.10	12.45
MtrunA17_Chr2g0323111	2.32	9.24	4.06
MtrunA17_Chr2g0323121	0.38	-6.64	-6.64
MtrunA17_Chr2g0323131	-3.32	8.07	9.39
MtrunA17_Chr2g0323141	-6.64	0.77	-1.00
MtrunA17_Chr2g0323151	-3.32	3.42	-6.64
MtrunA17_Chr2g0323161	9.13	10.28	7.04
MtrunA17_Chr2g0323171	7.82	8.73	7.25
MtrunA17_Chr2g0323181	2.17	3.88	-1.74
MtrunA17_Chr2g0323191	-1.00	0.14	-6.64
MtrunA17_Chr2g0323201	-6.64	-1.74	-6.64
MtrunA17_Chr2g0323211	8.57	4.66	5.18
MtrunA17_Chr2g0323212	-6.64	-6.64	-6.64
MtrunA17_Chr2g0323221	-6.64	-0.32	-6.64
MtrunA17_Chr2g0323231	-3.32	-6.64	8.11
MtrunA17_Chr2g0323241	-6.64	-6.64	8.09
MtrunA17_Chr2g0323251	-1.32	-6.64	-0.51
MtrunA17_Chr2g0323261	1.58	-1.74	-6.64
MtrunA17_Chr2g0323271	7.66	8.90	5.65
MtrunA17_Chr2g0323281	7.22	10.14	8.82
MtrunA17_Chr2g0323291	7.97	10.36	9.96
MtrunA17_Chr2g0323301	-1.74	7.69	8.90
MtrunA17_Chr2g0323311	2.61	8.46	6.63
MtrunA17_Chr2g0323321	-2.32	-6.64	-6.64
MtrunA17_Chr2g0323331	-6.64	-6.64	-6.64
MtrunA17_Chr2g0323341	0.77	7.96	7.88
MtrunA17_Chr2g0323351	-3.32	-6.64	0.00
MtrunA17_Chr2g0323361	2.79	8.44	4.32
MtrunA17_Chr2g0323371	0.38	7.08	15.67
MtrunA17_Chr2g0323381	4.30	9.94	10.95
MtrunA17_Chr2g0323391	0.93	4.27	2.81
MtrunA17_Chr2g0323401	-0.51	-6.64	0.77
MtrunA17_Chr2g0323411	-1.00	4.94	-6.64
MtrunA17_Chr2g0323421	-3.32	1.00	8.52
MtrunA17_Chr2g0323431	-3.32	1.54	-6.64
MtrunA17_Chr2g0323441	-6.64	-1.32	8.40
MtrunA17_Chr2g0323451	-6.64	-1.74	5.99
MtrunA17_Chr2g0323461	-6.64	0.38	6.98
MtrunA17_Chr2g0323471	-1.74	-1.74	-6.64
MtrunA17_Chr2g0323472	-6.64	-6.64	-6.64
MtrunA17_Chr2g0323481	1.00	3.14	-6.64
MtrunA17_Chr2g0323491	-2.32	-6.64	-6.64
MtrunA17_Chr2g0323501	-1.74	-6.64	0.00
MtrunA17_Chr2g0323511	7.55	8.82	5.00
MtrunA17_Chr2g0323521	6.42	10.12	9.58
MtrunA17_Chr2g0323531	0.00	5.42	13.11
MtrunA17_Chr2g0323541	5.66	5.48	5.21
MtrunA17_Chr2g0323551	4.34	2.00	-6.64
MtrunA17_Chr2g0323561	-6.64	-6.64	-6.64
MtrunA17_Chr2g0323571	6.58	3.15	5.69
MtrunA17_Chr2g0323581	-6.64	-6.64	-6.64
MtrunA17_Chr2g0323591	-3.32	-6.64	-6.64
MtrunA17_Chr2g0323601	0.77	-6.64	5.12
MtrunA17_Chr2g0323611	-6.64	-1.74	1.20
MtrunA17_Chr2g0323621	-2.32	-6.64	-6.64
MtrunA17_Chr2g0323631	5.81	3.00	1.72
MtrunA17_Chr2g0323641	-0.74	3.26	6.14
MtrunA17_Chr2g0323651	-0.51	1.26	-6.64
MtrunA17_Chr2g0323661	-6.64	-6.64	-6.64
MtrunA17_Chr2g0323662	-6.64	-6.64	-6.64
MtrunA17_Chr2g0323671	7.68	7.38	9.13
MtrunA17_Chr2g0323681	7.71	6.13	5.54
MtrunA17_Chr2g0323691	4.65	8.38	10.43
MtrunA17_Chr2g0323701	6.80	5.94	5.94
MtrunA17_Chr2g0323702	-6.64	-6.64	-6.64
MtrunA17_Chr2g0323711	6.50	7.21	7.03
MtrunA17_Chr2g0323721	7.22	7.19	7.15
MtrunA17_Chr2g0323731	8.53	10.59	11.39
MtrunA17_Chr2g0323741	1.72	7.96	11.87
MtrunA17_Chr2g0323751	5.56	8.88	7.96
MtrunA17_Chr2g0323761	10.48	11.08	13.52
MtrunA17_Chr2g0323771	-6.64	-0.51	-6.64
MtrunA17_Chr2g0323781	10.27	4.52	2.96
MtrunA17_Chr2g0323791	6.30	5.29	3.70
