taxa	0.5h	1h	3h	5h	8h	24h
Nitab4.5_0008185g0020.1	-1	-1.7	-0.7	-0.2	-1.6	0.6
Nitab4.5_0008197g0030.1	0.6	1	0.5	0.5	0.5	0.1
Nitab4.5_0008213g0050.1	0.9	1.1	0.9	0.8	0.8	0.1
Nitab4.5_0008523g0030.1	-0.5	-1	-0.9	-1.1	-0.4	-1.5
Nitab4.5_0008525g0020.1	0.7	1.2	1.6	0.8	0.8	1.2
Nitab4.5_0008568g0030.1	-1	-1.2	-0.6	-0.2	-0.6	-0.6
Nitab4.5_0009059g0010.1	0.5	1.1	-1.3	0.3	0.6	-0.1
Nitab4.5_0009224g0010.1	-8.6	-1.5	0.6	-2	-3.3	-0.8
Nitab4.5_0009234g0010.1	0.2	-2.2	-0.9	-1.6	0.3	-0.1
Nitab4.5_0009835g0020.1	-5.3	-2.5	-0.4	1.1	-2.1	-0.4
Nitab4.5_0009873g0010.1	-0.9	-1.2	-0.5	-0.5	-0.5	-0.5
Nitab4.5_0009946g0020.1	-1.2	-2.8	-0.9	-3	0	-0.4
Nitab4.5_0010196g0020.1	0.3	1	0.3	0.5	0.9	-0.2
Nitab4.5_0010558g0040.1	-0.6	1.1	-0.2	-0.4	-1	-0.7
Nitab4.5_0010758g0040.1	-1	-1.2	-0.8	0.1	-0.2	-0.7
Nitab4.5_0010781g0010.1	0.4	1.2	-0.6	-1.5	-0.7	-1.4
Nitab4.5_0010796g0010.1	-0.8	-2	-0.4	-0.8	-0.6	0.3
Nitab4.5_0011407g0020.1	-0.5	-1.4	-0.5	-1	-1	0.2
Nitab4.5_0011428g0010.1	0.1	-3.4	-2.1	-1.5	1.3	-1.6
Nitab4.5_0011544g0010.1	1	1.4	-0.1	0.4	-0.1	0.4
Nitab4.5_0011815g0020.1	-1.3	-2.1	-0.3	-1.5	-3.5	-1.3
Nitab4.5_0011932g0010.1	-1	-1.2	-0.1	-0.2	-0.6	-0.4
Nitab4.5_0012069g0010.1	-1.8	3.2	4.8	3.5	0.8	2
Nitab4.5_0012312g0010.1	-0.7	-1	-0.4	-0.1	0.2	0.1
Nitab4.5_0012894g0010.1	0.2	-2.1	-1.8	-2.1	-0.6	0.6
Nitab4.5_0012929g0010.1	-0.4	-1.1	0.9	1.5	1.5	-0.5
Nitab4.5_0013087g0020.1	0.1	-1.3	-0.5	-1.1	0.9	-0.3
Nitab4.5_0013991g0010.1	0.7	1.2	0.2	0.5	0	0.2
Nitab4.5_0014188g0010.1	0.8	1.6	-0.3	-1.8	-0.7	-0.4
Nitab4.5_0015544g0010.1	1.2	1.8	0.6	-0.2	1.2	1.1
Nitab4.5_0018960g0010.1	0.1	-1.6	0.8	-1.7	0.3	-0.4
Nitab4.5_0026398g0010.1	-0.9	-1	-1.5	-0.6	-1.4	-1
Nitab4.5_0000003g0280.1	0.2	0.4	1.4	0.3	0	0.6
Nitab4.5_0000003g0950.1	0.4	0.5	1.2	1	0.6	-0.3
Nitab4.5_0000013g0380.1	0	0.6	1.1	0.4	2.5	1.8
Nitab4.5_0000013g0390.1	0.7	1	1.1	0.8	2.4	1.7
Nitab4.5_0000015g0360.1	-0.5	-0.6	-1	-0.8	-1.2	-1.1
Nitab4.5_0000028g0460.1	-1.7	1.2	3.6	-0.5	0.6	1.7
Nitab4.5_0000030g0070.1	1	0.6	1.1	0.8	0.8	1
Nitab4.5_0000032g0010.1	0	-1.6	-1.6	-1	0.1	-0.4
Nitab4.5_0000034g0250.1	-1.9	0.5	2.1	0.4	0.2	1
Nitab4.5_0000038g0140.1	0.4	0.5	1.1	0.5	0.6	-0.1
Nitab4.5_0000040g0070.1	0	0.5	1.1	0.4	0.8	-0.8
Nitab4.5_0000040g0110.1	0.1	0.3	-1.3	-2	0.1	-0.6
Nitab4.5_0000043g0330.1	0.2	0.8	2	0.5	0.7	0.1
Nitab4.5_0000048g0070.1	0	0.9	1.1	0.9	1	-0.3
Nitab4.5_0000050g0270.1	-0.1	0.5	1.4	0.8	0.1	1
Nitab4.5_0000052g0250.1	0.6	0.9	1.4	0.3	2.3	1.4
Nitab4.5_0000059g0310.1	-0.5	0.9	1.3	-0.1	1.4	1.3
Nitab4.5_0000061g0270.1	-1.4	0.2	2.8	1.4	-0.4	1
Nitab4.5_0000069g0590.1	0.9	0.7	1	0.4	0.4	0.6
Nitab4.5_0000070g0130.1	0.1	0.3	-1.2	-1	-0.3	-1
Nitab4.5_0000070g0190.1	-0.2	-0.4	-1.3	-1.4	-1.4	-1.5
Nitab4.5_0000074g0100.1	-0.8	0.4	1.1	0.2	1.2	0.5
Nitab4.5_0000080g0010.1	-0.4	0.2	1.9	0.5	-0.6	0.7
Nitab4.5_0000090g0240.1	-1	-0.3	-1.6	-2	-1.9	-1.6
Nitab4.5_0000102g0010.1	0.8	0.1	1.1	0.2	0.3	1.3
Nitab4.5_0000106g0360.1	0.2	0.2	1.9	-0.1	0.6	1.2
Nitab4.5_0000109g0350.1	-0.6	0.6	1.3	1.3	0.2	0.2
Nitab4.5_0000110g0080.1	-0.6	-0.5	-1.6	-2.2	-1.5	-1.6
Nitab4.5_0000116g0410.1	-1.4	-1.2	-2	-1.8	-1.8	-1.8
Nitab4.5_0000119g0120.1	0.1	0.3	-1.7	-2.5	1	0.3
Nitab4.5_0000123g0490.1	-2.9	1.7	3.7	1.9	1	1.6
Nitab4.5_0000130g0140.1	-0.5	-0.7	-1	-1.3	-0.6	-1.5
Nitab4.5_0000134g0030.1	0.3	-1.2	-3.7	-0.8	-2.2	-4.6
Nitab4.5_0000159g0160.1	0.2	0.6	1.4	0.4	0.7	0.2
Nitab4.5_0000184g0280.1	0.1	0.2	-1.8	-1.4	-0.9	-1.5
Nitab4.5_0000192g0120.1	-0.5	0.2	2.2	0.9	0	1.1
Nitab4.5_0000192g0180.1	-0.8	0.3	1.2	0.1	-0.7	0.3
Nitab4.5_0000194g0170.1	-0.2	-0.7	-1.7	-1.8	0.2	-0.5
Nitab4.5_0000198g0060.1	-1.2	1.9	3.8	2.4	1.1	1.9
Nitab4.5_0000198g0100.1	0	0.2	1.1	0.6	0.4	-0.1
Nitab4.5_0000200g0190.1	0.3	0.7	1.5	0.8	2.1	0.3
Nitab4.5_0000207g0030.1	-1	0.8	1.8	0.5	2.6	1.2
Nitab4.5_0000216g0090.1	-1.1	0	2.2	1.6	0.8	0.1
Nitab4.5_0000217g0070.1	1	0.9	1.5	1.1	-0.2	0.6
Nitab4.5_0000221g0090.1	-1.4	0	1.3	-0.6	-0.9	0.7
Nitab4.5_0000227g0360.1	7.7	9.3	12.6	10.9	11.1	7.8
Nitab4.5_0000228g0080.1	-1.1	0.3	1.9	1.3	0.8	0.8
Nitab4.5_0000237g0070.1	1	0.6	1.4	0.2	1.2	1
Nitab4.5_0000242g0070.1	-2.7	0.1	2.1	-0.5	0	0.9
Nitab4.5_0000244g0010.1	-0.1	-0.2	-1.2	-1.4	0.1	-1.3
Nitab4.5_0000246g0100.1	-0.8	0.9	2	1.4	1	-0.1
Nitab4.5_0000260g0100.1	0.6	0.3	1.8	1.7	0.8	1.1
Nitab4.5_0000263g0240.1	0.5	0.7	1.3	1	0.6	-0.5
Nitab4.5_0000269g0110.1	0	0.6	1	0.3	0.6	-0.5
Nitab4.5_0000270g0260.1	10	0	13.1	0	10.7	10.9
Nitab4.5_0000273g0090.1	0.1	0.3	1.2	-0.1	0.2	0.6
Nitab4.5_0000274g0070.1	-0.6	-0.2	1.4	0.9	0.3	0.8
Nitab4.5_0000274g0200.1	0.7	0.5	1.7	1	0.9	-0.3
Nitab4.5_0000283g0120.1	0.8	0.7	1.3	1.5	1.1	0.5
Nitab4.5_0000292g0090.1	-4.6	0.9	3.2	-0.7	1.8	1.1
Nitab4.5_0000297g0020.1	-0.1	-0.2	1.1	0.2	-0.1	0.4
Nitab4.5_0000305g0330.1	-0.9	-0.8	-4.5	-2.9	-2.2	-3.6
Nitab4.5_0000307g0110.1	0.7	0.8	1.1	1	1.1	0.2
Nitab4.5_0000314g0030.1	-0.5	0.3	1	-0.6	-0.5	0.7
Nitab4.5_0000318g0220.1	-2.3	0	1.5	1.5	3.1	0
Nitab4.5_0000319g0090.1	-0.4	-0.9	-1.8	-1.1	-1.4	-1.3
Nitab4.5_0000319g0160.1	0.7	-0.3	-1.7	-1	-1.3	-1.4
Nitab4.5_0000332g0130.1	-1	1.1	1.4	1.3	0.5	-3.1
Nitab4.5_0000335g0170.1	-0.1	-0.1	1.1	0.1	0.3	0.2
Nitab4.5_0000342g0080.1	-2.3	-0.2	2.4	0.4	1.6	-0.2
Nitab4.5_0000359g0100.1	0	-0.1	3	2.1	4.9	3.6
Nitab4.5_0000360g0030.1	0.8	1.5	3.2	1.2	-0.1	0.7
Nitab4.5_0000368g0350.1	0.9	0.9	-1	-0.3	-0.2	-0.3
Nitab4.5_0000376g0040.1	0.3	0.4	-1.2	-1	-0.1	-0.9
Nitab4.5_0000387g0080.1	0	0	14.3	12.2	16.1	14.3
Nitab4.5_0000400g0090.1	-0.7	0.4	1.5	1.3	-0.1	0.2
Nitab4.5_0000404g0200.1	0.1	-0.3	-1	-0.8	-0.2	-0.3
Nitab4.5_0000431g0020.1	0.6	0.8	2	1.2	1.4	0.8
Nitab4.5_0000457g0160.1	-0.3	-0.6	1	0.5	0.2	0.1
Nitab4.5_0000459g0080.1	0	-0.3	2.1	0.3	0.1	-1
Nitab4.5_0000462g0040.1	-0.3	0.6	1.1	1.2	0.8	-0.2
Nitab4.5_0000468g0030.1	-0.3	-0.3	1	-1.1	-0.6	0.2
Nitab4.5_0000475g0010.1	-1.6	1.8	3.9	0.2	1.1	1.2
Nitab4.5_0000481g0100.1	-2.3	1.2	3	-0.3	-0.3	0.6
Nitab4.5_0000481g0160.1	-1	1.6	4.2	0.8	0.8	1.1
Nitab4.5_0000482g0170.1	-11.1	0.5	3.9	2.6	-0.8	-0.3
Nitab4.5_0000498g0190.1	0.2	1	1.3	0.8	0.7	0.4
Nitab4.5_0000500g0100.1	-1.1	-0.7	-1.5	-1.3	-1.8	-1.9
Nitab4.5_0000505g0110.1	-1.2	-1.3	-3.7	-2.6	-3.8	-4.9
Nitab4.5_0000541g0100.1	-0.2	-0.6	2.3	1	0.5	0.2
Nitab4.5_0000556g0240.1	1.1	1.4	2.2	1.8	2.1	1.5
Nitab4.5_0000563g0290.1	0	0.3	1.4	0.3	-0.3	0.8
Nitab4.5_0000573g0060.1	0.6	0.8	1.3	1.3	1.3	0.2
Nitab4.5_0000574g0170.1	0.8	1	1	1	0.6	-0.9
Nitab4.5_0000584g0040.1	-4.5	-1.6	-16.7	-16.7	-4	-3.4
Nitab4.5_0000585g0030.1	-0.4	-0.7	-1.3	-0.6	-1.3	-1.4
Nitab4.5_0000598g0020.1	-5.9	-1.8	-17.8	-7.5	-5.8	-8.1
Nitab4.5_0000602g0070.1	1.2	0.3	1.6	-0.5	-0.8	0.6
Nitab4.5_0000614g0070.1	0	10.4	13.5	11.7	10.8	9.8
Nitab4.5_0000620g0120.1	-0.7	-0.4	1.5	0.2	-0.7	0.5
Nitab4.5_0000622g0010.1	-0.1	0.4	1.7	0.5	0.2	0
Nitab4.5_0000631g0070.1	-0.3	1.7	3.1	1.6	0.1	1
Nitab4.5_0000631g0080.1	-1.9	1.4	3.2	2.9	0.4	1.3
Nitab4.5_0000631g0090.1	-1.7	2.1	4.4	3.9	1.2	1.6
Nitab4.5_0000631g0110.1	-1.2	1.3	3.3	2.8	0.4	1.5
Nitab4.5_0000639g0210.1	0.3	0.3	1	0.5	0.8	0.3
Nitab4.5_0000640g0080.1	0.3	0.9	1.9	1.8	0.6	0.8
Nitab4.5_0000667g0060.1	1.1	1.1	1.4	1.2	0.6	1
Nitab4.5_0000671g0160.1	-1.1	0.4	2.6	1.2	0.2	0.7
Nitab4.5_0000677g0200.1	0.6	0.6	1.1	0.4	1.5	0.9
Nitab4.5_0000679g0050.1	-1.2	-1.3	-2.4	-2.4	-1.3	-2.2
Nitab4.5_0000681g0150.1	-1.1	0.7	1.4	1.2	0.9	1.7
Nitab4.5_0000694g0110.1	0.5	0.7	1.4	1.2	1.2	0
Nitab4.5_0000728g0070.1	0	0	15	14.2	0	13.3
Nitab4.5_0000765g0050.1	0.3	-0.7	-1	-1	-0.8	0.3
Nitab4.5_0000766g0060.1	0.3	1.3	1.8	0.9	0.6	1.4
Nitab4.5_0000780g0010.1	0.2	0.3	1	0.9	0	-0.1
Nitab4.5_0000815g0030.1	-0.9	0.4	2.3	1	-0.2	1.1
Nitab4.5_0000822g0080.1	1.5	2.1	2.2	2.1	2.3	1.4
Nitab4.5_0000831g0030.1	-1.3	0.8	1.9	1.5	0.7	-0.6
Nitab4.5_0000839g0060.1	0.2	-0.6	-1.4	-1.9	1	-0.4
Nitab4.5_0000842g0010.1	0.5	0.9	1.2	1.5	1.3	-0.8
Nitab4.5_0000856g0190.1	0.1	0	-1.5	-1.4	-1.7	-1.1
Nitab4.5_0000860g0060.1	-2.9	0.8	3.3	2	1.6	1.4
Nitab4.5_0000862g0040.1	-0.5	0.5	1	0.9	1.8	0.4
Nitab4.5_0000866g0010.1	0.4	1	2.8	1.5	0.6	1.3
Nitab4.5_0000876g0040.1	-0.2	0.2	-1.2	-0.9	-2.5	-1.3
Nitab4.5_0000882g0030.1	-0.2	0.9	2.4	1.1	0.4	1
Nitab4.5_0000907g0090.1	0.6	2	2.8	3.7	6.1	-1.1
Nitab4.5_0000914g0300.1	0.8	0.7	1.3	1.3	-0.1	0.5
Nitab4.5_0000932g0020.1	-0.6	-0.9	-1.6	-1.5	-1.7	-1.6
Nitab4.5_0000956g0120.1	-2.1	0.7	1.5	0.7	-0.6	0.3
Nitab4.5_0000957g0120.1	-0.6	0.8	1.7	0.3	-0.1	0.8
Nitab4.5_0000970g0040.1	1	0.9	1.5	0.4	2.5	1.6
Nitab4.5_0000993g0100.1	-2.3	-1.1	2.8	2.3	1.3	1.2
Nitab4.5_0000994g0050.1	0.8	0.2	2.4	1.5	1.3	0.2
Nitab4.5_0001006g0030.1	-1.6	-0.3	2.1	1.3	-0.1	0.9
Nitab4.5_0001019g0060.1	0	1.2	1.6	0.7	2.6	1.5
Nitab4.5_0001026g0060.1	0.3	0.1	1.2	1.4	2.6	1.3
Nitab4.5_0001067g0050.1	-0.6	0.4	1.4	-0.2	-0.5	0.3
Nitab4.5_0001068g0040.1	0.9	2	2.6	1.8	1.4	1.8
Nitab4.5_0001094g0130.1	1.1	0.5	-1.5	-1.3	-1.9	-1.5
Nitab4.5_0001099g0050.1	-1.2	-0.7	-3.1	-2.7	-3.6	-3.2
Nitab4.5_0001105g0210.1	0	10.6	13.3	10.9	10	9.4
Nitab4.5_0001116g0030.1	0.8	0	1.3	-0.1	0.2	0.3
Nitab4.5_0001117g0070.1	1.6	2.5	2.2	0.2	2.2	1.5
Nitab4.5_0001142g0030.1	-0.8	-1	-2.8	-1.9	-2.5	-3.4
Nitab4.5_0001149g0070.1	-4.9	-0.8	1.7	-0.8	-1.8	0.5
Nitab4.5_0001157g0010.1	-0.6	-0.1	-1	-0.9	-1.1	-0.6
Nitab4.5_0001159g0030.1	-0.2	0.8	1.6	1.1	2.4	1.1
Nitab4.5_0001161g0030.1	-1.1	0.3	2.4	0.9	0.5	1
Nitab4.5_0001168g0160.1	1.1	0.5	1.7	2	1.2	0.4
Nitab4.5_0001176g0090.1	0.9	0.8	1.1	0.8	1.1	0.1
Nitab4.5_0001180g0220.1	-0.2	-0.5	-1.6	-2.9	-4.1	-1.2
Nitab4.5_0001187g0120.1	0.3	0.7	1.3	1.1	1.4	0.7
Nitab4.5_0001205g0010.1	-0.8	0.6	1.1	0.4	0.1	0.2
Nitab4.5_0001232g0040.1	-1.7	1.1	2.9	1.4	0.2	1.2
Nitab4.5_0001237g0050.1	-11.8	2.1	4.4	1.6	1.1	2.4
Nitab4.5_0001243g0040.1	-0.6	-0.8	-1.6	-0.6	-1.4	-1.6
Nitab4.5_0001244g0160.1	0	10.7	12.5	12.3	8.8	10.4
Nitab4.5_0001252g0030.1	-1.2	-0.8	-1.9	-1.6	-1	-1.1
Nitab4.5_0001320g0150.1	-0.1	0.8	1.4	1.6	2.2	1
Nitab4.5_0001340g0050.1	0.2	0.6	1.2	0.6	0.3	-0.2
Nitab4.5_0001348g0050.1	1	0.9	1.1	0.7	1.1	0.2
Nitab4.5_0001383g0180.1	-4.5	-0.3	2.8	0.9	0.6	1.4
Nitab4.5_0001393g0020.1	0.6	0.5	2.4	1.7	1.4	-0.1
Nitab4.5_0001459g0110.1	0	9.3	12.9	0	10.4	12.1
Nitab4.5_0001477g0080.1	-0.7	-1.2	-1.1	-0.7	-0.3	-0.5
Nitab4.5_0001485g0200.1	-1	-0.4	-3.4	-2.8	-3.4	-4.4
Nitab4.5_0001506g0060.1	-3.4	0.6	2	0	1.2	0.3
Nitab4.5_0001523g0010.1	-0.8	-0.1	1.9	-0.1	0.1	1.2
Nitab4.5_0001559g0010.1	-1	-0.1	1.9	0	-1.1	1
Nitab4.5_0001594g0020.1	0.4	0	-1.7	0.2	0.5	-1.7
Nitab4.5_0001615g0210.1	-2	0.8	1.6	0.7	2.5	1.3
Nitab4.5_0001640g0050.1	0.4	-0.3	1	0.1	0.4	-0.1
Nitab4.5_0001642g0050.1	0.8	0.4	2.3	2.5	1.6	1
Nitab4.5_0001650g0020.1	0.5	-0.1	1.9	-0.5	-0.6	0.4
Nitab4.5_0001653g0040.1	0.1	0.3	1	-0.1	-0.9	0.9
Nitab4.5_0001664g0050.1	-1.1	-5.3	-2.4	-2.8	-0.4	-4.4
Nitab4.5_0001675g0080.1	1	1	1.3	1.2	0.1	-0.4
Nitab4.5_0001700g0060.1	-0.1	0.6	1.2	2.1	1.5	0
Nitab4.5_0001704g0060.1	11.7	11.3	12.8	10	11.4	12.5
Nitab4.5_0001716g0010.1	0.5	0.9	1.6	0.4	1.9	0.8
Nitab4.5_0001735g0040.1	-0.5	0.3	1.6	0.2	-0.1	0.4
Nitab4.5_0001780g0080.1	-2.7	1.2	2.5	0.7	0.5	1.5
Nitab4.5_0001780g0110.1	0.6	0	1.4	1.3	1.3	-0.9
Nitab4.5_0001788g0240.1	-4.8	-2.5	-14.7	1.7	-1.5	-4.7
Nitab4.5_0001817g0020.1	0.4	-0.6	-1.9	-0.4	-0.7	-0.7
Nitab4.5_0001894g0010.1	-4.6	0.3	2.7	-0.6	0.3	1.1
Nitab4.5_0001894g0040.1	0.7	-0.2	1.8	2.2	0.7	1.6
Nitab4.5_0001925g0070.1	-2.3	1	2.4	0.1	-0.9	0.8
Nitab4.5_0001944g0030.1	-0.4	0.2	1.2	1.1	0.8	0.4
Nitab4.5_0001957g0020.1	-1	-0.5	-2.2	-2.6	-3.6	-3.5
Nitab4.5_0002003g0050.1	-0.3	0.7	1	0.5	0.3	0.1
Nitab4.5_0002058g0120.1	0.2	-1.4	1.5	0.3	-0.8	0
Nitab4.5_0002093g0010.1	-0.3	-0.3	-1.2	-1	-0.8	-0.8
Nitab4.5_0002107g0060.1	0.1	0.4	2.4	0.3	-1	1.2
Nitab4.5_0002112g0110.1	0.4	0.6	1.5	1.1	1.2	0.1
Nitab4.5_0002196g0030.1	0.3	-0.1	-12.6	-0.2	-1.2	-0.8
Nitab4.5_0002201g0040.1	-0.3	-1.2	-1.3	-1.5	-0.9	-1.5
Nitab4.5_0002204g0080.1	-0.9	0.5	1.2	0.1	0	0.4
Nitab4.5_0002214g0060.1	-0.8	-0.8	-1.2	-0.1	-1.3	-1.9
Nitab4.5_0002224g0080.1	1.1	0.7	2.3	2.4	1.8	1.3
Nitab4.5_0002234g0040.1	0.7	1.1	2.4	1	1.5	1.2
Nitab4.5_0002245g0100.1	0.6	0.8	1	0	2.1	1.5
Nitab4.5_0002252g0100.1	-1.1	0.6	2.3	0.7	0.2	0.3
Nitab4.5_0002252g0110.1	-0.5	1.5	2.3	1.2	1.3	0.7
Nitab4.5_0002308g0020.1	0.4	0.8	2.1	1.4	0.4	1
Nitab4.5_0002345g0080.1	-1.1	-0.9	-2.3	-1.5	-2.2	-3.5
Nitab4.5_0002361g0080.1	-0.6	0.7	1.9	2.4	2.8	0.4
Nitab4.5_0002369g0010.1	-0.8	-1.6	-1.8	-0.8	-1.4	-0.8
Nitab4.5_0002378g0020.1	-0.8	-0.7	-1	-1.4	-0.8	-0.3
Nitab4.5_0002400g0040.1	0.1	0.7	1.4	1.2	2.4	1.4
Nitab4.5_0002402g0010.1	0.3	-0.6	-2.4	-2.6	0.7	0.4
Nitab4.5_0002410g0020.1	-0.2	0.9	4.2	1	2.9	3.2
Nitab4.5_0002429g0080.1	0.2	0.7	1.7	1.1	1.3	0.7
Nitab4.5_0002498g0070.1	0	-1.2	-1.5	-0.6	0.3	0.3
Nitab4.5_0002532g0040.1	0.8	0.7	1.1	0.4	0.3	0.5
Nitab4.5_0002548g0020.1	-0.4	-0.2	1.7	0.5	-0.2	0.6
Nitab4.5_0002600g0070.1	-0.7	-0.7	1.2	-0.2	-0.8	-0.4
Nitab4.5_0002623g0010.1	0.3	-4.4	-2.6	-2.6	-1.7	-2.3
Nitab4.5_0002637g0040.1	-1.6	-0.3	1.6	1	0.5	0.4
Nitab4.5_0002649g0010.1	-0.4	-0.8	-1.3	-0.5	-0.6	-1.7
Nitab4.5_0002660g0010.1	-0.1	0.1	1	0.3	1.3	0.2
Nitab4.5_0002664g0090.1	-0.4	0.8	2.7	0.7	0.9	1.1
Nitab4.5_0002677g0040.1	-2.7	0.3	2.3	0.7	-0.4	0.8
Nitab4.5_0002695g0070.1	-0.4	0.7	1.7	0.8	0.6	0.5
Nitab4.5_0002700g0120.1	-0.4	-0.7	-1	-1.4	-0.9	-1.2
Nitab4.5_0002720g0110.1	0.6	0.3	1.4	1.1	0.2	0.9
Nitab4.5_0002742g0040.1	0.6	0.3	1.2	0.3	0.4	-0.3
Nitab4.5_0002810g0030.1	-1.1	0.2	1.3	-0.8	-1	0.8
Nitab4.5_0002886g0110.1	-3.4	0.6	2.5	0.3	1	1.2
Nitab4.5_0002906g0080.1	-0.5	-0.5	-1.1	-1.9	-1.6	-1.6
Nitab4.5_0002920g0050.1	-1.2	0.8	1.1	-1.3	-0.7	-0.6
Nitab4.5_0002946g0040.1	0.8	0.7	1.4	1.2	0.9	0.4
Nitab4.5_0002949g0040.1	-1.4	0.2	2.6	0.2	-1.4	0.8
Nitab4.5_0002956g0080.1	0	0	13.7	0	12.7	15
Nitab4.5_0002971g0010.1	0.3	0.8	1.1	-0.3	1.4	1.6
Nitab4.5_0003011g0080.1	-0.9	0.6	2.1	0	-0.2	0.5
Nitab4.5_0003012g0060.1	-1.3	0.6	1.6	0.1	2.5	0.2
Nitab4.5_0003029g0020.1	0.6	1.1	1.7	0.6	1.1	0.4
Nitab4.5_0003032g0010.1	-1.4	-0.9	-2.1	-3	-3.5	-3.5
Nitab4.5_0003040g0030.1	0.2	-0.8	-1.7	-1.2	0.6	-1.1
Nitab4.5_0003042g0040.1	-0.2	0.1	1.3	1.1	1.1	0
Nitab4.5_0003100g0030.1	-0.8	-1.1	-1	-0.9	-0.3	-1.5
Nitab4.5_0003102g0020.1	-1.3	-0.5	1.7	0.1	-2.2	0.5
Nitab4.5_0003117g0060.1	-0.6	-0.1	1.9	1.4	-0.1	1.1
Nitab4.5_0003149g0030.1	-0.2	0.8	1.6	0.5	0.3	0.8
Nitab4.5_0003249g0040.1	0.3	1.1	1.4	0.3	0	0.9
Nitab4.5_0003274g0050.1	0.7	0.3	2.3	1.1	-1.1	0.1
Nitab4.5_0003284g0010.1	0.5	0.8	1.2	0.3	2.4	1.8
Nitab4.5_0003284g0040.1	0.5	1	1.4	0.7	2.9	1.6
Nitab4.5_0003295g0130.1	1.5	1.6	1.8	1.8	1.9	0.8
Nitab4.5_0003299g0010.1	-0.3	-1.1	-2.3	-2.7	-0.6	-2.6
Nitab4.5_0003347g0030.1	0.4	0.7	1.6	1.5	1.4	1.1
Nitab4.5_0003360g0050.1	0	0.5	3.1	0.1	0.8	0.6
Nitab4.5_0003401g0080.1	-6.9	-1	-5.2	-6.5	-8.7	-9.2
Nitab4.5_0003417g0010.1	-0.6	0.6	1.2	1.5	1.5	-0.5
Nitab4.5_0003437g0010.1	-0.4	-0.3	-1.4	-1.9	-0.3	-0.9
Nitab4.5_0003449g0080.1	9.3	11.9	14.9	13.8	11.2	11.5
Nitab4.5_0003465g0080.1	0.3	-0.1	-1	-0.9	-0.7	-0.9
Nitab4.5_0003495g0010.1	0.6	0.9	1	0.6	2	0.9
Nitab4.5_0003511g0010.1	-0.1	-0.1	1.3	0.7	0.1	0.1
Nitab4.5_0003512g0020.1	-3.7	2	3.4	1.4	0.3	1.2
Nitab4.5_0003519g0010.1	-0.1	1	1.4	0.5	-0.5	1.2
Nitab4.5_0003603g0100.1	-0.7	0.9	2	-0.8	0.8	1.1
Nitab4.5_0003658g0010.1	0.3	0	1.2	0.9	1.5	0.3
Nitab4.5_0003726g0100.1	-0.2	0.4	1.1	0.3	0.5	0.3
Nitab4.5_0003734g0040.1	0.4	0.7	1.3	2	0.7	-0.2
Nitab4.5_0003743g0010.1	0.9	1.1	2.3	0.4	2	0.8
Nitab4.5_0003763g0030.1	0	11.2	14.8	11.9	0	11.8
Nitab4.5_0003773g0020.1	-0.3	-1.1	-1.1	-0.3	-0.7	-1.1
Nitab4.5_0003794g0080.1	0.5	-0.1	1.8	2	0.3	1.4
Nitab4.5_0003806g0010.1	-0.4	-0.1	1.1	0.4	-0.2	0.2
Nitab4.5_0003865g0080.1	0.7	0.9	1.2	-0.2	-0.4	0.4
Nitab4.5_0003912g0090.1	0.7	-0.2	1.4	0.9	0.7	-1.6
Nitab4.5_0003934g0060.1	0.5	1.1	1.5	1.3	0.2	-0.5
Nitab4.5_0003937g0020.1	-0.8	-1.4	-1.9	-2.4	-0.9	-0.5
Nitab4.5_0003953g0010.1	-0.2	0.3	1.1	1.3	1.3	-0.1
Nitab4.5_0003969g0060.1	-2.3	-1.4	-3.2	-3.6	-4.3	-5.6
Nitab4.5_0003983g0070.1	-0.5	1.5	3.8	1.3	0.9	1
Nitab4.5_0004013g0010.1	0	0	14.6	11.7	15.6	16.4
Nitab4.5_0004027g0010.1	-0.9	0.1	1.2	1.5	0.3	-0.1
Nitab4.5_0004045g0030.1	-0.6	1.1	2.9	0.6	3.7	2.4
Nitab4.5_0004083g0020.1	-2.5	-1.4	3.3	2.6	1.1	1.5
Nitab4.5_0004103g0050.1	0.3	0.1	1.1	-0.1	-0.7	0.3
Nitab4.5_0004123g0020.1	-1.6	1.5	2.8	1	1.2	1.5
Nitab4.5_0004198g0010.1	-0.1	0.5	1.8	1.4	-0.1	1.2
Nitab4.5_0004208g0010.1	0.5	0.2	-1.1	-2	0	-0.5
Nitab4.5_0004304g0040.1	-0.6	-0.6	1.2	1.2	2	0.8
Nitab4.5_0004330g0020.1	0	0.1	-1.1	-1.8	-1.5	-0.7
Nitab4.5_0004348g0050.1	0	0.9	2	1.3	1.4	0.4
Nitab4.5_0004361g0030.1	-2	2.1	4.1	3.2	0.9	1.7
Nitab4.5_0004402g0040.1	0	0	12.9	0	12.5	14.2
Nitab4.5_0004411g0050.1	-1.6	-1.3	-2.6	-2.1	-3.1	-2.9
Nitab4.5_0004428g0020.1	-2.7	1.5	3.7	-0.2	-0.8	2.2
Nitab4.5_0004430g0100.1	-1.6	1.6	4.2	2.3	0.4	1.5
Nitab4.5_0004437g0040.1	0.7	0.1	1.2	1.2	0.8	0.7
Nitab4.5_0004465g0010.1	0.5	0.6	2.2	0.4	2.2	1
Nitab4.5_0004480g0050.1	-5.6	-0.5	-3.6	-1.6	-0.7	-2.3
