taxa	flg22	elf18	nlp20	og	chitin
AT1G78200	1.23	0.99	0.61	0.64	0.19
AT1G51370	0.94	0.50	0.34	-0.05	0.35
AT4G27680	1.08	0.59	0.49	0.35	0.29
AT2G02850	1.40	1.38	-0.01	0.79	0.81
AT4G25719	2.27	1.75	1.68	0.79	0.83
AT5G48710	1.11	0.24	0.18	-0.39	0.51
AT3G25240	3.93	3.38	3.34	2.34	2.22
AT3G02700	0.76	0.49	0.13	0.05	0.16
AT4G24990	1.57	1.05	0.97	0.87	0.43
AT1G21900	2.14	1.76	1.54	1.07	0.80
AT3G01175	2.61	1.14	1.50	2.02	1.03
AT1G63740	1.84	1.92	1.04	1.25	0.91
AT4G23260	2.94	3.31	2.12	2.34	1.56
AT5G20520	0.75	0.27	0.13	0.16	-0.03
AT4G25830	0.83	0.11	0.23	0.03	0.03
AT4G13930	1.42	0.87	0.82	0.54	0.45
AT5G39150	1.51	0.72	0.68	0.72	0.91
AT2G20680	0.99	0.70	0.13	0.39	0.06
AT2G45300	2.83	1.98	2.23	1.56	0.51
AT4G02890	1.51	1.07	0.91	0.33	0.30
AT5G12310	1.43	0.98	0.83	0.70	0.25
AT2G27200	1.40	0.92	0.81	0.65	0.14
AT1G14740	2.02	1.83	1.38	1.42	1.08
AT1G60730	3.08	1.79	2.49	1.44	0.70
AT5G45380	1.34	1.59	0.74	0.70	0.74
AT2G36880	1.42	1.25	0.82	0.81	0.41
AT2G31751	0.74	0.07	0.14	0.12	0.08
AT5G10400	1.21	0.70	0.61	0.30	0.40
AT3G43740	0.99	0.36	0.39	0.29	0.16
AT3G46820	0.88	0.92	-0.01	0.28	0.15
AT2G39480	1.60	0.93	1.00	0.80	0.47
AT4G23040	1.06	0.29	0.46	0.12	0.18
AT1G08350	1.23	0.59	0.63	0.14	0.13
AT5G46350	4.24	4.01	2.33	3.64	1.66
AT4G39640	4.50	4.21	3.74	3.89	3.01
AT1G12390	1.14	0.53	0.41	0.54	0.08
AT1G13410	1.09	0.63	0.13	0.38	0.49
AT3G49580	3.66	1.42	3.06	1.35	0.93
AT2G41440	2.90	2.67	2.30	1.48	1.18
AT1G03290	1.91	1.38	1.31	1.15	0.79
AT1G19380	3.93	3.91	2.75	3.33	2.17
AT1G69523	2.25	2.82	1.14	1.59	1.65
AT5G24890	0.87	0.26	0.16	0.27	0.09
AT4G30260	1.12	0.73	0.52	0.33	0.18
AT5G64400	1.19	0.91	0.59	0.55	0.41
AT2G47240	1.67	1.13	0.38	0.22	1.06
AT2G21600	0.88	0.18	0.28	0.15	-0.11
AT4G28280	1.34	0.77	0.74	0.57	-0.06
AT5G10140	1.06	0.12	0.45	-0.29	0.29
AT4G13505	1.14	0.02	0.54	0.28	0.30
AT1G65000	1.02	0.39	0.30	0.42	0.04
AT3G23260	1.83	0.62	0.82	1.22	0.68
AT5G18475	0.88	-0.27	-0.12	0.28	-0.09
AT1G66500	3.82	3.19	2.48	3.22	1.34
AT5G35730	1.15	0.88	0.54	0.33	0.19
AT3G54810	1.67	1.68	1.07	0.89	0.76
AT5G21030	1.42	0.23	0.32	0.22	0.81
AT3G10620	0.78	-0.04	0.00	0.17	-0.01
AT3G12040	2.84	2.40	2.23	1.18	0.25
AT4G09940	1.09	-0.23	0.10	0.33	0.48
AT3G49645	1.09	0.61	0.48	0.42	0.30
AT2G25110	2.01	2.00	1.41	1.15	1.08
AT1G21010	3.91	3.82	2.72	3.30	1.94
AT4G39580	5.11	5.33	3.90	4.50	3.61
AT5G64401	2.39	1.35	1.72	1.78	1.56
AT3G22555	1.99	2.24	1.38	1.03	1.25
AT3G51660	2.84	2.58	2.23	2.00	0.87
AT1G54090	1.74	0.68	1.13	0.38	0.48
AT5G65609	1.94	0.99	1.34	1.00	1.02
AT1G51410	0.92	0.16	0.29	0.24	0.31
AT5G15210	0.96	0.07	0.36	0.17	0.26
AT5G16800	2.32	1.58	1.71	1.07	0.49
AT5G41070	0.88	0.99	0.16	0.27	0.18
AT5G48560	1.57	1.04	0.96	0.66	0.40
AT1G59910	4.07	3.88	2.85	3.46	2.66
AT1G63530	2.38	2.00	1.77	1.71	1.46
AT2G14080	1.01	0.74	0.28	0.40	0.15
AT3G25130	1.57	1.74	0.96	0.87	0.30
AT2G17036	1.04	0.64	0.18	0.43	0.22
AT1G49832	1.87	0.26	1.26	0.65	0.08
AT3G02880	2.61	2.30	1.26	2.00	1.08
AT5G56180	1.04	0.68	0.43	0.23	-0.05
AT3G10730	1.26	0.94	0.65	0.46	0.22
AT3G14395	0.94	0.07	0.33	0.28	0.24
AT1G03140	0.84	0.53	0.23	0.18	0.21
AT4G01960	2.30	1.29	1.69	0.72	0.13
AT5G03080	1.37	1.31	0.76	0.53	0.13
AT2G23450	2.10	1.60	1.24	1.49	0.92
AT2G30270	1.00	0.85	0.34	0.39	0.16
AT5G20165	0.89	0.31	0.18	0.28	0.09
AT3G16870	1.30	0.23	0.27	0.49	0.69
AT1G16510	0.79	0.58	0.08	0.18	0.12
AT4G06746	2.34	1.54	1.73	1.47	0.61
AT3G12150	0.76	0.18	0.04	0.15	-0.16
AT2G15730	0.85	0.51	0.10	0.08	0.23
AT5G51620	1.63	1.27	0.90	1.01	0.55
AT1G52260	1.08	0.15	0.47	0.24	0.30
AT3G47840	0.57	0.32	-0.10	-0.08	-0.04
AT1G67960	1.66	1.67	1.05	0.74	0.45
AT1G09645	1.67	1.04	1.06	1.05	0.41
AT4G39830	4.51	4.61	3.25	3.90	3.24
AT5G16010	1.08	0.64	-0.03	0.46	-0.11
AT1G53635	1.25	0.94	0.56	0.64	0.29
AT5G03630	2.71	1.86	2.10	1.52	0.69
AT5G24620	0.91	0.25	0.15	0.30	0.10
AT1G15880	1.50	1.37	0.75	0.89	0.44
AT5G46460	0.88	0.42	0.26	0.00	0.00
AT1G28390	3.23	3.12	2.62	2.12	1.48
AT2G19450	1.13	0.45	0.50	0.51	0.35
AT1G50950	0.64	0.44	0.02	0.02	-0.08
AT5G13330	2.54	1.34	1.93	1.58	0.60
AT5G64230	1.26	0.38	0.58	0.64	0.32
AT1G77160	1.28	0.28	0.32	0.66	0.47
AT3G03850	0.75	0.75	0.11	0.09	0.14
AT2G24110	0.76	0.06	0.10	0.13	0.14
AT1G54060	0.93	0.74	0.31	0.31	0.07
AT4G29850	1.48	-0.19	0.86	0.21	0.65
AT5G53050	1.86	1.34	1.24	0.87	0.19
AT1G28480	4.03	3.89	2.99	3.41	2.83
AT1G50670	0.80	0.37	0.06	0.18	0.07
AT3G18430	1.12	0.38	0.50	0.19	0.27
AT4G10160	0.53	0.22	-0.19	-0.08	-0.38
AT2G43590	3.64	2.10	3.02	1.03	1.04
AT5G63570	0.94	0.31	0.32	0.17	0.14
AT4G16500	1.67	1.30	0.87	1.05	0.22
AT4G23010	2.33	1.89	1.71	1.37	0.89
AT3G15540	2.13	1.83	1.51	1.36	0.77
AT4G14600	1.27	0.81	0.65	0.49	0.45
AT2G17520	1.82	1.23	1.20	1.07	0.31
AT3G52561	1.42	0.81	0.80	0.41	-0.02
AT1G65385	5.50	6.07	4.88	4.51	3.35
AT3G61150	1.49	2.02	0.66	0.87	0.35
AT3G55450	2.33	2.41	1.71	1.67	1.18
AT1G51950	0.96	0.25	0.24	0.34	0.14
AT2G31810	1.74	1.19	0.54	1.12	0.34
AT1G47560	1.27	0.49	0.65	0.22	0.11
AT3G18270	1.11	0.76	0.49	0.26	0.05
AT2G39100	1.62	0.86	1.00	0.60	0.40
AT1G75440	1.34	1.06	0.72	0.66	0.63
AT1G26210	0.66	-0.02	-0.07	-0.22	0.04
AT5G52000	1.12	0.52	-0.23	0.50	-0.09
AT3G18570	1.02	0.64	0.23	-0.02	0.40
AT5G04020	2.39	1.81	1.77	1.39	0.79
AT5G01732	2.49	1.41	1.86	1.47	1.37
AT1G53480	0.94	0.36	0.02	0.32	0.15
AT4G15030	0.93	0.18	0.31	0.26	0.20
AT1G30110	2.20	2.68	0.37	0.74	1.58
AT2G44010	2.31	1.21	0.69	1.69	0.82
AT3G51920	3.42	3.10	2.54	2.80	2.29
AT3G03855	2.57	2.72	1.55	1.95	1.26
AT3G26040	0.87	-0.18	0.18	0.25	-0.24
AT1G71520	6.25	6.96	5.63	5.54	4.92
AT4G11670	1.80	1.30	1.11	1.17	0.37
AT4G25030	2.57	1.79	1.95	1.50	0.84
AT4G08450	1.23	0.24	0.61	0.27	0.01
AT1G48970	1.42	0.78	0.80	0.64	0.21
AT5G64090	1.53	0.80	0.90	0.45	0.17
AT3G48520	1.57	0.37	0.94	0.26	-0.05
AT2G36300	1.23	0.82	0.60	0.20	0.20
AT5G50460	1.89	1.71	1.16	1.26	0.80
AT5G15250	1.20	0.87	0.58	0.55	0.17
AT1G53320	1.40	1.06	0.78	0.42	0.07
AT3G54380	1.25	0.75	0.63	0.45	0.42
AT3G50920	1.65	1.66	0.81	1.03	0.98
AT3G03740	1.30	0.71	0.62	0.68	0.45
AT5G12850	0.94	0.21	0.32	0.12	-0.05
AT4G04510	4.32	4.66	3.70	3.22	1.70
AT3G50240	0.94	0.35	0.23	0.31	0.15
AT5G18636	1.37	0.66	0.40	0.01	0.74
AT5G43570	2.37	1.08	0.21	1.74	0.02
AT1G74680	1.50	1.59	0.65	0.87	0.85
AT1G30000	1.41	1.02	0.79	0.40	0.21
AT5G17680	2.71	2.92	1.69	2.08	2.02
AT2G35920	0.91	0.65	0.16	0.28	-0.02
AT3G19920	1.65	1.84	1.03	1.02	0.49
AT2G02240	1.07	0.60	0.44	0.17	0.12
AT3G47660	1.21	0.68	0.58	0.24	0.59
AT2G17720	1.96	1.53	1.33	0.89	0.62
AT4G00900	1.42	1.03	0.79	0.49	0.52
AT2G40340	1.40	0.59	0.77	0.55	0.13
AT1G79410	1.36	0.31	0.64	0.73	0.60
AT3G29190	1.09	0.26	0.08	0.46	0.35
AT3G43850	1.55	0.36	0.92	0.45	0.44
AT3G09490	2.40	2.18	1.77	1.37	0.98
AT5G35735	3.71	3.37	2.58	3.08	2.20
AT5G66480	3.01	2.94	2.19	2.38	1.98
AT4G27580	1.30	0.22	0.64	0.67	0.48
AT2G36950	2.78	1.56	2.15	1.39	0.32
AT4G38215	1.60	0.24	0.60	0.81	0.97
AT1G65850	1.73	1.64	1.10	1.02	0.73
AT5G67080	3.97	2.42	3.34	1.60	0.79
AT1G79160	1.64	0.90	0.92	1.01	0.32
AT2G36770	1.47	1.26	0.82	0.84	0.67
AT1G24145	5.53	5.76	4.90	4.88	4.61
AT1G61350	0.76	0.77	0.05	0.13	0.04
AT5G37590	1.14	0.75	0.18	0.28	0.51
AT5G60180	1.12	0.95	0.45	0.48	0.22
AT1G12520	1.32	0.43	0.69	0.62	0.09
AT3G22260	2.89	2.20	2.26	2.24	1.29
AT2G25850	2.29	1.80	1.65	1.15	0.54
AT3G61300	1.10	0.29	0.47	0.10	0.02
AT2G20470	1.43	0.35	-0.15	-0.27	0.80
AT1G69980	1.30	0.90	0.66	0.45	0.20
AT5G20990	1.66	1.19	1.03	0.61	0.36
AT2G44600	2.61	1.92	1.97	1.24	0.71
AT5G20090	0.80	0.41	0.05	0.13	0.16
AT5G04760	2.02	1.40	1.39	1.26	0.81
AT5G44090	2.10	1.46	1.46	0.84	0.31
AT3G19020	2.21	1.83	1.58	1.14	0.52
AT4G36400	0.97	0.27	0.33	0.16	-0.06
AT2G23673	0.89	-0.07	-0.17	0.26	0.10
AT1G15040	2.14	0.97	0.74	1.50	-0.28
AT5G06090	1.61	0.15	0.97	-0.05	-0.14
AT3G06470	0.76	0.35	0.12	0.06	-0.14
AT5G45960	0.67	-0.25	-0.24	0.03	-0.21
AT5G27860	1.28	0.59	0.64	0.62	0.29
AT4G15620	2.77	0.79	2.13	0.64	0.34
AT4G22490	1.09	1.02	0.29	0.25	0.45
AT3G21295	1.89	1.10	1.25	0.77	0.16
AT3G52490	0.82	0.23	0.11	0.16	0.18
AT5G22380	6.23	6.40	5.60	4.56	3.61
AT2G41110	2.23	2.15	1.50	1.59	0.96
AT1G04120	1.10	0.99	0.29	0.40	0.46
AT3G26818	1.35	0.02	-0.05	0.71	0.38
AT3G06250	1.14	0.30	0.50	0.12	0.13
AT1G54460	1.29	0.97	0.47	0.65	0.41
AT3G26230	2.43	2.24	1.79	1.13	1.10
AT2G15042	3.26	2.47	2.62	2.05	1.99
AT2G41430	2.36	1.71	1.52	1.73	0.92
AT1G27180	1.11	0.79	0.47	0.37	0.12
AT4G11890	4.05	4.35	3.21	3.10	3.41
AT3G28850	3.54	3.73	2.46	2.90	1.88
AT3G13200	1.26	0.56	0.62	0.35	0.07
AT1G60545	1.09	0.77	0.30	0.45	0.38
AT2G19160	2.04	1.06	1.40	0.28	0.39
AT2G43120	2.63	1.87	1.99	1.77	0.50
AT5G66558	1.63	1.17	0.77	0.99	0.34
AT1G61410	1.43	1.76	0.79	0.64	0.51
AT3G03970	1.27	0.63	0.55	0.63	0.20
AT3G12980	0.92	0.40	0.28	0.13	0.00
AT5G27520	2.56	1.81	1.92	1.48	0.47
AT2G44350	1.13	1.36	0.44	0.29	0.48
AT2G43790	1.59	1.24	0.92	0.95	0.45
AT5G40370	1.48	0.90	0.70	0.84	0.37
AT1G71910	1.11	1.39	0.31	0.46	0.23
AT2G44310	1.19	0.64	0.28	0.55	0.36
AT1G13310	1.17	0.26	0.52	0.45	0.25
AT5G04330	1.69	1.26	1.04	0.71	0.82
AT5G22360	1.28	0.71	0.64	0.29	0.15
AT1G80510	1.51	0.82	0.86	0.70	-0.07
AT4G01720	2.54	2.41	1.45	1.89	1.24
AT4G33910	2.25	1.70	1.37	1.60	0.86
AT1G07630	2.71	2.55	2.07	1.43	1.13
AT5G41560	1.07	0.42	0.42	0.42	0.26
AT1G56140	3.31	2.75	2.46	2.66	1.60
AT3G57760	3.52	3.27	1.95	2.87	1.42
AT1G61360	4.20	4.09	3.56	3.08	3.40
AT5G15260	1.53	0.93	0.88	0.76	0.43
AT3G27460	1.36	0.89	0.71	0.37	0.18
AT3G21810	1.41	1.09	0.73	0.76	0.65
AT1G21830	1.40	1.12	0.75	0.71	0.29
AT5G47580	1.75	1.06	1.10	0.47	0.55
AT3G55380	0.89	0.40	0.23	0.15	0.24
AT1G04980	2.60	2.62	1.95	1.74	1.62
AT4G09300	2.04	0.93	1.24	1.39	0.48
AT4G00240	2.27	1.86	1.62	0.92	0.41
AT5G01540	4.73	4.34	3.64	3.56	4.08
AT4G40030	0.80	0.20	0.13	0.07	0.15
AT2G38840	0.85	0.62	0.15	0.19	0.06
AT1G59870	2.87	2.03	2.22	1.92	1.42
AT4G08330	1.75	0.99	1.10	0.45	0.21
AT2G39450	0.97	1.12	0.32	0.15	0.22
AT5G10625	1.34	0.60	0.28	0.69	0.34
AT3G62450	0.89	0.32	0.17	0.17	0.24
AT5G24030	1.44	1.29	0.79	0.78	0.63
AT5G07350	1.31	1.03	0.66	0.50	0.42
AT2G01190	1.56	1.48	0.91	0.72	0.38
AT5G27760	4.18	2.79	3.53	2.56	1.38
AT5G61240	1.02	0.41	0.35	0.37	0.26
AT4G10960	1.83	0.89	1.18	0.60	0.17
AT5G54500	3.19	2.08	2.53	1.31	0.79
AT2G18969	1.39	0.41	0.69	0.74	0.29
AT3G16030	3.93	3.89	2.90	3.28	2.56
AT3G22680	1.07	0.51	0.42	0.39	0.39
AT2G43410	1.12	0.35	0.46	0.37	0.19
AT3G07280	1.53	0.90	0.87	0.45	0.12
AT5G19080	2.14	1.55	1.49	0.39	0.11
AT1G76680	3.50	2.38	2.84	2.26	1.56
AT2G28110	1.48	0.74	0.82	0.46	-0.48
AT5G19120	0.91	0.33	0.26	0.12	-0.52
AT1G28550	1.02	0.13	0.29	0.24	0.36
AT3G18690	3.80	3.74	3.07	3.14	2.55
AT5G08660	1.82	1.80	1.17	1.11	0.93
AT5G62150	1.35	1.20	0.69	0.46	0.68
AT1G01350	1.41	0.71	0.76	0.44	0.25
AT5G65060	0.84	-0.02	0.18	0.13	0.15
AT5G49690	3.29	1.47	2.63	1.85	1.00
AT2G06510	1.48	1.13	0.82	0.55	0.09
AT3G60030	0.78	0.48	0.12	-0.22	-0.07
AT3G61800	1.18	0.78	0.46	0.52	0.29
AT5G62950	1.24	0.61	0.58	0.39	0.36
AT3G22370	3.34	2.70	2.68	2.62	1.63
AT4G27810	0.89	0.15	0.24	0.10	-0.15
AT1G57610	1.41	0.53	0.75	0.32	0.26
AT5G37050	0.99	1.02	0.33	0.09	0.26
AT3G19025	1.10	0.19	0.01	0.44	0.31
AT5G02930	0.84	0.10	0.18	0.18	0.10
AT1G16130	4.63	4.69	3.91	3.97	3.53
AT2G23300	2.47	3.11	1.45	1.81	0.85
AT4G37900	4.02	3.54	3.36	2.43	1.28
AT3G50360	1.19	0.61	0.41	0.53	0.26
AT5G08535	1.10	0.44	0.40	0.42	0.44
AT3G54880	1.13	0.44	0.43	0.47	0.11
AT2G37880	1.12	-0.17	0.46	0.16	0.38
AT2G25440	2.96	2.30	2.30	1.14	1.00
AT3G05830	2.34	2.26	1.67	1.15	0.35
AT2G30840	1.34	0.45	0.43	0.68	0.34
AT4G31760	1.08	0.64	-0.13	0.42	0.05
AT5G03460	1.14	0.53	0.44	0.48	0.08
AT1G75270	1.67	0.97	0.99	1.01	0.56
AT4G13110	2.23	1.78	1.57	0.97	0.59
AT2G46940	3.31	3.35	2.40	2.64	1.95
AT4G31354	0.90	-0.22	0.00	-0.18	0.24
AT2G15960	1.35	0.37	0.69	0.35	0.07
AT4G04450	1.68	0.94	1.01	0.44	0.24
AT4G37030	2.81	1.90	2.15	1.84	1.26
AT4G28860	1.05	0.85	0.39	0.30	-0.05
AT3G19660	3.12	2.73	2.19	2.45	0.73
AT3G21610	1.28	0.64	0.61	0.36	0.33
AT1G12340	1.16	0.47	0.36	0.50	0.27
AT1G61660	2.16	2.28	1.49	1.26	0.68
AT3G17220	0.99	0.65	0.13	0.33	0.09
AT1G67510	1.44	1.33	0.34	0.77	0.57
AT5G19480	1.16	0.50	0.50	0.34	0.17
AT5G24450	1.07	0.63	0.40	0.28	0.03
AT2G36680	1.78	1.44	1.11	0.76	0.49
AT2G24165	3.93	4.75	3.26	2.39	1.61
AT1G52890	1.76	1.22	1.09	0.98	0.41
AT3G57380	2.30	2.06	1.63	1.39	0.64
AT5G10980	1.00	0.25	0.33	0.24	0.08
AT5G24800	1.10	0.24	0.43	0.40	0.11
AT2G02350	2.55	1.88	1.88	1.21	0.99
AT3G52535	1.07	0.78	0.30	0.39	0.37
AT5G65920	2.35	2.07	1.40	1.68	1.63
AT4G26550	0.85	0.59	0.18	0.11	0.09
AT5G48370	1.69	1.05	1.02	0.33	0.33
AT3G02550	0.82	0.11	0.15	0.00	-0.17
AT4G30240	1.94	1.22	1.03	1.27	0.46
AT2G29420	2.49	1.46	1.80	1.82	0.96
AT3G26670	2.80	1.58	2.13	0.98	0.59
AT3G11230	1.77	1.19	1.10	0.75	0.37
AT1G12580	2.13	2.05	1.32	1.46	1.00
AT3G19553	1.58	1.47	0.75	0.90	0.80
AT2G18350	2.25	1.84	1.58	0.89	0.74
AT1G11170	1.01	1.68	0.09	0.33	0.26
AT4G02740	1.71	0.98	1.04	0.61	0.42
AT1G33910	1.45	2.33	0.37	0.77	-0.07
AT5G42350	1.40	0.44	0.72	0.41	0.00
AT4G12230	1.28	0.57	0.60	0.14	0.14
AT2G20630	1.81	1.37	1.06	1.13	0.42
AT5G43490	1.00	0.67	0.32	0.32	0.21
AT1G57765	1.19	0.73	0.51	0.51	0.41
AT5G11360	0.99	0.52	0.31	0.24	0.29
AT3G20362	1.21	0.21	0.08	0.53	0.45
AT1G58200	0.97	0.33	0.29	0.22	-0.13
AT5G63320	1.47	0.45	0.79	0.24	0.14
AT1G66580	1.64	0.98	0.96	0.67	0.44
AT3G02840	7.64	7.83	6.36	6.96	4.85
AT5G50670	2.16	1.61	1.34	1.49	1.29
AT1G20970	0.99	0.98	0.32	0.23	-0.04
AT1G29670	1.57	1.70	0.40	0.75	0.89
AT2G47490	1.63	1.43	0.95	0.91	0.63
AT2G28960	1.36	0.52	0.31	0.68	0.65
AT5G55290	0.90	0.33	0.19	0.20	0.22
AT2G38000	1.64	1.03	0.96	0.79	0.41
AT3G13800	0.97	0.75	0.26	0.29	0.04
AT4G36770	1.31	0.60	0.63	0.20	0.22
AT1G13390	1.77	1.42	0.72	1.09	0.61
AT5G38320	1.06	0.69	0.38	0.11	0.30
AT4G29950	1.61	0.70	0.93	0.52	-0.06
AT4G34100	1.05	0.51	0.37	0.11	-0.06
AT1G34300	1.89	1.24	1.21	0.45	0.26
AT1G31814	1.09	0.50	0.24	0.34	0.41
AT3G24600	0.91	0.61	-0.04	0.23	0.05
AT5G24360	0.99	0.53	0.30	0.11	0.09
AT3G53780	2.07	1.93	1.02	1.39	0.67
AT5G58080	1.16	0.43	0.20	0.48	0.38
AT2G33390	1.73	1.05	0.90	1.05	0.57
AT2G22475	1.92	1.26	1.24	0.95	0.45
AT4G23030	4.75	3.62	4.07	2.58	2.21
AT5G12010	2.15	1.87	1.14	1.47	0.54
AT5G40460	2.62	2.77	1.94	1.67	1.44
AT2G23210	0.91	0.13	0.00	0.22	0.20
AT5G50570	2.22	1.68	1.38	1.53	1.37
AT2G20770	1.27	0.92	0.20	0.58	0.12
AT3G48115	0.64	0.14	-0.05	-0.06	-0.12
AT4G24890	0.99	0.69	0.31	0.26	0.26
AT3G58380	1.44	-0.20	0.75	0.53	-0.11
AT5G01610	1.42	1.20	0.73	0.74	-0.10
AT5G13990	0.88	-0.23	-0.21	0.20	0.09
AT2G25735	6.13	6.29	4.78	5.45	4.36
AT1G19490	1.26	0.69	-0.12	-0.04	0.58
AT4G17615	3.76	2.93	2.90	3.08	1.77
AT4G09820	1.51	1.36	0.70	0.82	0.45
AT4G21940	1.37	0.89	0.65	0.69	0.31
AT1G59650	1.56	1.11	0.88	0.67	0.29
AT1G59865	1.27	0.75	0.59	0.39	0.27
AT4G33980	1.29	0.35	0.38	0.60	0.30
AT1G13180	1.42	0.78	0.74	0.63	0.38
AT5G40780	3.86	3.66	2.50	3.17	2.14
AT3G29270	0.98	0.38	0.30	0.19	0.14
AT1G18830	1.55	0.86	0.86	0.71	0.69
AT3G15450	0.88	0.53	0.19	0.15	-0.33
AT4G02340	1.83	1.76	0.68	1.14	0.49
AT4G22310	1.12	0.42	0.15	0.43	0.33
AT4G16000	1.48	0.80	0.18	0.79	-0.28
AT5G50430	2.10	1.75	1.22	1.41	0.64
AT5G42020	2.46	2.36	1.77	1.31	1.66
AT1G56550	0.98	0.78	0.30	0.22	-0.34
AT4G18170	4.24	4.25	3.55	3.17	2.64
AT1G75810	2.08	1.63	1.18	1.39	1.07
AT4G34460	3.64	3.61	2.33	2.95	1.89
AT5G24206	1.69	1.06	1.00	0.76	0.38
AT1G47750	1.53	1.22	0.84	0.53	0.16
AT1G26580	1.38	0.70	0.69	0.46	0.10
AT2G17350	0.88	0.40	0.18	0.19	0.07
AT3G47380	1.15	1.10	0.45	0.46	0.12
AT4G35060	0.78	0.32	0.00	0.09	-0.23
AT3G12600	1.36	0.67	0.67	0.33	0.21
AT1G66070	1.17	0.42	0.48	0.30	0.42
AT3G20865	1.68	1.04	0.91	0.99	0.21
AT4G12450	1.10	0.49	0.41	0.21	-0.11
AT2G27150	2.51	2.72	1.17	1.82	0.79
AT1G09330	1.25	0.54	0.56	0.12	0.17
AT3G58490	3.11	2.95	2.27	2.42	1.37
AT5G03320	2.72	2.21	2.03	1.32	1.16
AT1G66480	4.20	3.42	3.51	2.91	1.03
AT3G11840	5.14	5.02	4.12	4.45	3.36
AT2G42900	1.14	0.12	0.45	0.01	0.30
AT2G36900	1.40	0.99	0.71	0.53	0.31
AT5G05370	1.14	0.41	0.30	0.45	0.39
AT3G29075	1.86	1.51	1.17	1.08	0.48
AT1G73680	0.95	1.62	0.05	0.16	0.26
AT1G13080	1.92	2.12	-0.10	0.38	1.23
AT4G12120	3.86	2.99	3.16	2.03	1.30
AT1G58100	1.33	0.79	0.64	0.54	0.34
AT2G21470	1.44	1.14	0.58	0.75	0.35
AT2G11271	0.84	0.77	0.14	-0.13	0.13
AT4G11521	3.34	3.46	2.40	2.64	2.62
AT4G37370	5.56	5.44	4.87	3.96	3.75
AT5G05320	1.70	1.77	1.00	0.99	0.40
AT5G48850	2.05	0.35	1.35	1.00	0.91
AT1G10280	1.23	0.53	0.53	0.06	0.17
AT4G28405	1.01	0.31	0.24	0.31	0.17
AT1G69550	1.22	0.74	0.52	0.43	0.40
AT1G07230	1.16	0.70	0.46	0.24	0.19
AT1G74360	5.62	3.95	4.92	3.44	3.23
AT1G79245	3.48	2.68	2.78	2.58	1.73
AT3G48320	2.27	2.09	1.42	1.57	0.82
AT5G25440	3.91	3.69	2.55	3.21	1.99
AT4G18540	6.41	5.91	5.60	4.84	5.71
AT3G33103	1.25	0.92	0.37	0.55	0.52
AT5G03690	1.05	0.48	0.22	0.03	0.34
AT4G39930	0.94	0.80	0.21	0.24	-0.10
AT2G32770	0.96	0.34	-0.44	0.26	-0.52
AT5G46450	1.30	0.80	0.43	0.57	0.60
AT2G21020	1.00	0.48	0.19	0.30	0.19
AT2G25460	4.88	4.33	3.35	4.18	3.50
AT5G22140	1.55	0.21	0.85	0.52	0.49
AT4G04490	1.97	1.31	1.26	0.71	0.43
AT2G39390	1.25	0.74	0.31	0.50	0.55
AT1G74340	1.52	0.92	0.82	0.77	0.30
AT4G13615	1.34	0.84	0.63	0.63	0.40
AT2G44280	2.06	1.47	1.36	1.13	0.68
AT5G50870	1.10	0.75	0.21	0.39	0.14
AT3G44840	1.36	1.58	0.65	0.52	0.66
AT4G01870	3.56	2.12	2.85	2.66	1.53
AT2G27690	3.49	3.53	2.57	2.78	1.23
AT2G17705	2.97	2.96	1.83	2.26	1.70
AT4G33430	2.85	2.28	2.15	1.60	1.08
AT3G05710	1.46	0.67	0.76	0.44	0.20
AT1G17170	2.71	1.13	2.00	2.00	1.04
AT4G06597	1.47	0.71	0.27	0.77	0.33
AT5G67630	1.35	1.26	0.22	0.53	0.64
AT5G59270	1.01	0.48	-0.01	0.30	-0.56
AT4G34050	2.17	1.60	0.90	1.46	0.50
AT5G25180	2.41	2.09	1.42	1.70	1.65
AT1G59740	2.08	1.55	1.37	1.33	0.75
AT1G07310	1.14	0.53	0.43	0.23	0.06
AT2G31020	2.40	1.91	1.69	1.13	0.44
AT5G48950	1.24	1.02	0.49	0.53	-0.17
AT1G72120	1.70	0.88	0.99	0.58	0.14
AT5G66900	2.65	2.33	1.64	1.94	1.05
AT4G09840	1.21	0.68	0.50	0.18	0.34
AT5G57050	2.46	0.88	1.75	0.57	0.15
AT1G10865	1.36	0.97	0.61	0.65	0.31
AT3G57550	3.21	2.37	2.49	2.06	1.61
AT4G01660	1.28	0.84	0.56	0.37	0.33
AT1G72880	0.88	0.31	0.15	0.17	-0.12
AT1G19270	1.86	1.59	1.15	1.04	1.08
AT4G30470	2.01	2.07	1.29	1.00	0.94
AT1G27500	1.28	0.50	0.57	0.36	0.10
AT1G42480	1.38	1.19	0.54	0.67	0.56
AT3G21240	2.58	1.68	1.63	1.87	0.29
AT4G21410	2.56	2.38	1.74	1.85	1.22
AT5G03406	1.28	0.71	0.56	0.34	0.43
AT5G25050	2.86	2.84	1.94	2.14	1.63
AT5G19440	2.03	1.31	1.26	1.32	0.53
AT2G15570	1.34	0.80	0.62	0.41	0.17
AT3G15740	1.60	0.29	0.89	0.75	0.19
AT5G04540	1.58	0.87	0.87	0.44	0.19
AT2G40880	1.08	0.51	0.23	0.37	0.08
AT1G26670	1.11	0.53	0.39	0.22	0.03
AT3G04410	0.88	0.18	0.04	0.13	0.17
